invoice_id,customer_id,product_id,invoice_date,quantity,unit_price,discount_pct,billed_amount,contract_price,max_discount_pct,contract_start,contract_end,off_contract,usage_date,actual_usage,usage_missing,list_price,pricing_missing
INV7,C49,P9,2024-07-21,6,144.57,5,824.05,144.57,5.0,2024-01-01,2025-12-31,False,2024-07-21,9,False,156.21,False
INV7,C49,P9,2024-07-21,6,144.57,5,824.05,144.57,5.0,2024-01-01,2025-12-31,False,2024-10-05,22,False,156.21,False
INV7,C49,P9,2024-07-21,6,144.57,5,824.05,144.57,5.0,2024-01-01,2025-12-31,False,2024-09-10,24,False,156.21,False
INV7,C49,P9,2024-07-21,6,144.57,5,824.05,144.57,5.0,2024-01-01,2025-12-31,False,2024-09-09,19,False,156.21,False
INV7,C49,P9,2024-07-21,6,144.57,5,824.05,144.57,5.0,2024-01-01,2025-12-31,False,2024-06-03,29,False,156.21,False
INV8,C27,P9,2024-07-31,20,134.24,5,2550.56,134.24,5.0,2024-01-01,2025-12-31,False,2024-07-31,20,False,156.21,False
INV8,C27,P9,2024-07-31,20,134.24,5,2550.56,134.24,5.0,2024-01-01,2025-12-31,False,2024-09-02,19,False,156.21,False
INV8,C27,P9,2024-07-31,20,134.24,5,2550.56,134.24,5.0,2024-01-01,2025-12-31,False,2024-11-13,22,False,156.21,False
INV8,C27,P9,2024-07-31,20,134.24,5,2550.56,134.24,5.0,2024-01-01,2025-12-31,False,2024-09-07,20,False,156.21,False
INV8,C27,P9,2024-07-31,20,134.24,5,2550.56,134.24,5.0,2024-01-01,2025-12-31,False,2024-07-28,18,False,156.21,False
INV9,C45,P1,2024-11-24,20,192.61,0,3852.2,,,,,True,2024-11-24,20,False,192.61,False
INV9,C45,P1,2024-11-24,20,192.61,0,3852.2,,,,,True,2024-10-02,19,False,192.61,False
INV9,C45,P1,2024-11-24,20,192.61,0,3852.2,,,,,True,2024-07-24,23,False,192.61,False
INV9,C45,P1,2024-11-24,20,192.61,0,3852.2,,,,,True,2024-08-16,19,False,192.61,False
INV9,C45,P1,2024-11-24,20,192.61,0,3852.2,,,,,True,2024-09-09,25,False,192.61,False
INV9,C45,P1,2024-11-24,20,192.61,0,3852.2,,,,,True,2024-06-11,22,False,192.61,False
INV9,C45,P1,2024-11-24,20,192.61,0,3852.2,,,,,True,2024-07-03,13,False,192.61,False
INV9,C45,P1,2024-11-24,20,192.61,0,3852.2,,,,,True,2024-09-01,26,False,192.61,False
INV10,C8,P9,2024-07-17,22,156.21,0,3436.62,,,,,True,2024-07-17,22,False,156.21,False
INV10,C8,P9,2024-07-17,22,156.21,0,3436.62,,,,,True,2024-11-26,24,False,156.21,False
INV10,C8,P9,2024-07-17,22,156.21,0,3436.62,,,,,True,2024-09-10,20,False,156.21,False
INV10,C8,P9,2024-07-17,22,156.21,0,3436.62,,,,,True,2024-07-31,14,False,156.21,False
INV11,C29,P0,2024-06-26,26,106.18,0,2760.68,,,,,True,2024-06-26,26,False,106.18,False
INV11,C29,P0,2024-06-26,26,106.18,0,2760.68,,,,,True,2024-11-07,24,False,106.18,False
INV11,C29,P0,2024-06-26,26,106.18,0,2760.68,,,,,True,2024-06-07,26,False,106.18,False
INV12,C34,P3,2024-07-17,18,139.8,0,2516.4,,,,,True,2024-07-17,18,False,139.8,False
INV12,C34,P3,2024-07-17,18,139.8,0,2516.4,,,,,True,2024-08-24,18,False,139.8,False
INV12,C34,P3,2024-07-17,18,139.8,0,2516.4,,,,,True,2024-08-04,24,False,139.8,False
INV12,C34,P3,2024-07-17,18,139.8,0,2516.4,,,,,True,2024-09-02,16,False,139.8,False
INV13,C25,P6,2024-08-17,19,54.76,5,988.42,54.76,5.0,2024-01-01,2025-12-31,False,2024-08-17,19,False,58.71,False
INV13,C25,P6,2024-08-17,19,54.76,5,988.42,54.76,5.0,2024-01-01,2025-12-31,False,2024-08-24,19,False,58.71,False
INV13,C25,P6,2024-08-17,19,54.76,5,988.42,54.76,5.0,2024-01-01,2025-12-31,False,2024-11-03,24,False,58.71,False
INV13,C25,P6,2024-08-17,19,54.76,5,988.42,54.76,5.0,2024-01-01,2025-12-31,False,2024-11-17,27,False,58.71,False
INV13,C25,P6,2024-08-17,19,54.76,5,988.42,54.76,5.0,2024-01-01,2025-12-31,False,2024-07-26,15,False,58.71,False
INV13,C25,P6,2024-08-17,19,54.76,5,988.42,54.76,5.0,2024-01-01,2025-12-31,False,2024-10-23,14,False,58.71,False
INV13,C25,P6,2024-08-17,19,54.76,5,988.42,54.76,5.0,2024-01-01,2025-12-31,False,2024-10-16,17,False,58.71,False
INV13,C25,P6,2024-08-17,19,54.76,5,988.42,54.76,5.0,2024-01-01,2025-12-31,False,2024-10-23,16,False,58.71,False
INV14,C13,P7,2024-09-23,20,159.56,5,3031.64,159.56,10.0,2024-01-01,2025-12-31,False,2024-09-23,20,False,179.93,False
INV14,C13,P7,2024-09-23,20,159.56,5,3031.64,159.56,10.0,2024-01-01,2025-12-31,False,2024-09-16,14,False,179.93,False
INV14,C13,P7,2024-09-23,20,159.56,5,3031.64,159.56,10.0,2024-01-01,2025-12-31,False,2024-10-21,25,False,179.93,False
INV14,C13,P7,2024-09-23,20,159.56,5,3031.64,159.56,10.0,2024-01-01,2025-12-31,False,2024-08-30,16,False,179.93,False
INV14,C13,P7,2024-09-23,20,159.56,5,3031.64,159.56,10.0,2024-01-01,2025-12-31,False,2024-06-09,16,False,179.93,False
INV14,C13,P7,2024-09-23,20,159.56,5,3031.64,159.56,10.0,2024-01-01,2025-12-31,False,2024-09-19,21,False,179.93,False
INV14,C13,P7,2024-09-23,20,159.56,5,3031.64,159.56,10.0,2024-01-01,2025-12-31,False,2024-09-20,22,False,179.93,False
INV14,C13,P7,2024-09-23,20,159.56,5,3031.64,159.56,10.0,2024-01-01,2025-12-31,False,2024-10-31,19,False,179.93,False
INV14,C13,P7,2024-09-23,20,159.56,5,3031.64,159.56,10.0,2024-01-01,2025-12-31,False,2024-07-18,23,False,179.93,False
INV15,C44,P1,2024-07-08,20,179.39,5,3408.41,179.39,5.0,2024-01-01,2025-12-31,False,2024-07-08,20,False,192.61,False
INV15,C44,P1,2024-07-08,20,179.39,5,3408.41,179.39,5.0,2024-01-01,2025-12-31,False,2024-11-02,22,False,192.61,False
INV15,C44,P1,2024-07-08,20,179.39,5,3408.41,179.39,5.0,2024-01-01,2025-12-31,False,2024-08-27,23,False,192.61,False
INV15,C44,P1,2024-07-08,20,179.39,5,3408.41,179.39,5.0,2024-01-01,2025-12-31,False,2024-06-17,18,False,192.61,False
INV15,C44,P1,2024-07-08,20,179.39,5,3408.41,179.39,5.0,2024-01-01,2025-12-31,False,2024-07-05,35,False,192.61,False
INV15,C44,P1,2024-07-08,20,179.39,5,3408.41,179.39,5.0,2024-01-01,2025-12-31,False,2024-09-21,25,False,192.61,False
INV15,C44,P1,2024-07-08,20,179.39,5,3408.41,179.39,5.0,2024-01-01,2025-12-31,False,2024-07-20,21,False,192.61,False
INV16,C24,P6,2024-06-28,16,58.71,0,939.36,,,,,True,2024-06-28,16,False,58.71,False
INV16,C24,P6,2024-06-28,16,58.71,0,939.36,,,,,True,2024-08-06,18,False,58.71,False
INV16,C24,P6,2024-06-28,16,58.71,0,939.36,,,,,True,2024-11-03,15,False,58.71,False
INV16,C24,P6,2024-06-28,16,58.71,0,939.36,,,,,True,2024-10-21,24,False,58.71,False
INV16,C24,P6,2024-06-28,16,58.71,0,939.36,,,,,True,2024-10-15,18,False,58.71,False
INV17,C43,P8,2024-10-23,18,140.17,0,2523.06,,,,,True,2024-10-23,18,False,140.17,False
INV17,C43,P8,2024-10-23,18,140.17,0,2523.06,,,,,True,2024-06-16,24,False,140.17,False
INV17,C43,P8,2024-10-23,18,140.17,0,2523.06,,,,,True,2024-07-10,13,False,140.17,False
INV17,C43,P8,2024-10-23,18,140.17,0,2523.06,,,,,True,2024-10-06,27,False,140.17,False
INV17,C43,P8,2024-10-23,18,140.17,0,2523.06,,,,,True,2024-07-22,24,False,140.17,False
INV17,C43,P8,2024-10-23,18,140.17,0,2523.06,,,,,True,2024-07-15,19,False,140.17,False
INV17,C43,P8,2024-10-23,18,140.17,0,2523.06,,,,,True,2024-10-12,18,False,140.17,False
INV17,C43,P8,2024-10-23,18,140.17,0,2523.06,,,,,True,2024-09-04,18,False,140.17,False
INV17,C43,P8,2024-10-23,18,140.17,0,2523.06,,,,,True,2024-07-01,28,False,140.17,False
INV17,C43,P8,2024-10-23,18,140.17,0,2523.06,,,,,True,2024-07-21,20,False,140.17,False
INV18,C9,P2,2024-09-17,20,159.8,0,3196.0,,,,,True,2024-09-17,20,False,159.8,False
INV18,C9,P2,2024-09-17,20,159.8,0,3196.0,,,,,True,2024-06-25,12,False,159.8,False
INV18,C9,P2,2024-09-17,20,159.8,0,3196.0,,,,,True,2024-06-30,20,False,159.8,False
INV18,C9,P2,2024-09-17,20,159.8,0,3196.0,,,,,True,2024-07-31,22,False,159.8,False
INV18,C9,P2,2024-09-17,20,159.8,0,3196.0,,,,,True,2024-09-01,15,False,159.8,False
INV19,C21,P1,2024-09-19,23,171.14,15,3345.79,171.14,15.0,2024-01-01,2025-12-31,False,2024-09-19,23,False,192.61,False
INV19,C21,P1,2024-09-19,23,171.14,15,3345.79,171.14,15.0,2024-01-01,2025-12-31,False,2024-06-10,20,False,192.61,False
INV19,C21,P1,2024-09-19,23,171.14,15,3345.79,171.14,15.0,2024-01-01,2025-12-31,False,2024-09-08,21,False,192.61,False
INV19,C21,P1,2024-09-19,23,171.14,15,3345.79,171.14,15.0,2024-01-01,2025-12-31,False,2024-10-05,21,False,192.61,False
INV19,C21,P1,2024-09-19,23,171.14,15,3345.79,171.14,15.0,2024-01-01,2025-12-31,False,2024-08-20,18,False,192.61,False
INV19,C21,P1,2024-09-19,23,171.14,15,3345.79,171.14,15.0,2024-01-01,2025-12-31,False,2024-06-05,19,False,192.61,False
INV19,C21,P1,2024-09-19,23,171.14,15,3345.79,171.14,15.0,2024-01-01,2025-12-31,False,2024-07-10,15,False,192.61,False
INV20,C18,P9,2024-11-16,18,156.21,0,2811.78,,,,,True,2024-11-16,18,False,156.21,False
INV20,C18,P9,2024-11-16,18,156.21,0,2811.78,,,,,True,2024-09-01,20,False,156.21,False
INV20,C18,P9,2024-11-16,18,156.21,0,2811.78,,,,,True,2024-08-28,15,False,156.21,False
INV20,C18,P9,2024-11-16,18,156.21,0,2811.78,,,,,True,2024-09-07,14,False,156.21,False
INV20,C18,P9,2024-11-16,18,156.21,0,2811.78,,,,,True,2024-06-17,17,False,156.21,False
INV20,C18,P9,2024-11-16,18,156.21,0,2811.78,,,,,True,2024-11-27,20,False,156.21,False
INV20,C18,P9,2024-11-16,18,156.21,0,2811.78,,,,,True,2024-09-03,19,False,156.21,False
INV21,C33,P7,2024-07-29,16,179.93,0,2878.88,,,,,True,2024-07-29,16,False,179.93,False
INV21,C33,P7,2024-07-29,16,179.93,0,2878.88,,,,,True,2024-10-27,32,False,179.93,False
INV21,C33,P7,2024-07-29,16,179.93,0,2878.88,,,,,True,2024-10-24,17,False,179.93,False
INV21,C33,P7,2024-07-29,16,179.93,0,2878.88,,,,,True,2024-07-17,21,False,179.93,False
INV21,C33,P7,2024-07-29,16,179.93,0,2878.88,,,,,True,2024-09-21,25,False,179.93,False
INV21,C33,P7,2024-07-29,16,179.93,0,2878.88,,,,,True,2024-08-14,18,False,179.93,False
INV22,C5,P5,2024-09-20,15,68.19,15,869.42,68.19,15.0,2024-01-01,2025-12-31,False,2024-09-20,15,False,73.4,False
INV22,C5,P5,2024-09-20,15,68.19,15,869.42,68.19,15.0,2024-01-01,2025-12-31,False,2024-08-06,22,False,73.4,False
INV22,C5,P5,2024-09-20,15,68.19,15,869.42,68.19,15.0,2024-01-01,2025-12-31,False,2024-10-31,21,False,73.4,False
INV22,C5,P5,2024-09-20,15,68.19,15,869.42,68.19,15.0,2024-01-01,2025-12-31,False,2024-07-02,19,False,73.4,False
INV22,C5,P5,2024-09-20,15,68.19,15,869.42,68.19,15.0,2024-01-01,2025-12-31,False,2024-06-06,20,False,73.4,False
INV22,C5,P5,2024-09-20,15,68.19,15,869.42,68.19,15.0,2024-01-01,2025-12-31,False,2024-06-26,19,False,73.4,False
INV22,C5,P5,2024-09-20,15,68.19,15,869.42,68.19,15.0,2024-01-01,2025-12-31,False,2024-06-15,17,False,73.4,False
INV23,C29,P7,2024-07-25,25,159.17,10,3581.32,159.17,10.0,2024-01-01,2025-12-31,False,2024-07-25,25,False,179.93,False
INV23,C29,P7,2024-07-25,25,159.17,10,3581.32,159.17,10.0,2024-01-01,2025-12-31,False,2024-11-05,23,False,179.93,False
INV24,C30,P7,2024-07-06,21,179.93,0,3778.53,,,,,True,2024-07-06,21,False,179.93,False
INV24,C30,P7,2024-07-06,21,179.93,0,3778.53,,,,,True,2024-10-07,14,False,179.93,False
INV24,C30,P7,2024-07-06,21,179.93,0,3778.53,,,,,True,2024-07-18,19,False,179.93,False
INV24,C30,P7,2024-07-06,21,179.93,0,3778.53,,,,,True,2024-11-26,19,False,179.93,False
INV24,C30,P7,2024-07-06,21,179.93,0,3778.53,,,,,True,2024-06-14,19,False,179.93,False
INV24,C30,P7,2024-07-06,21,179.93,0,3778.53,,,,,True,2024-06-07,28,False,179.93,False
INV25,C14,P5,2024-09-26,17,73.4,0,1247.8,,,,,True,2024-09-26,17,False,73.4,False
INV25,C14,P5,2024-09-26,17,73.4,0,1247.8,,,,,True,2024-07-30,25,False,73.4,False
INV25,C14,P5,2024-09-26,17,73.4,0,1247.8,,,,,True,2024-06-30,20,False,73.4,False
INV25,C14,P5,2024-09-26,17,73.4,0,1247.8,,,,,True,2024-11-26,26,False,73.4,False
INV25,C14,P5,2024-09-26,17,73.4,0,1247.8,,,,,True,2024-10-21,11,False,73.4,False
INV25,C14,P5,2024-09-26,17,73.4,0,1247.8,,,,,True,2024-09-15,23,False,73.4,False
INV25,C14,P5,2024-09-26,17,73.4,0,1247.8,,,,,True,2024-10-12,23,False,73.4,False
INV25,C14,P5,2024-09-26,17,73.4,0,1247.8,,,,,True,2024-10-28,21,False,73.4,False
INV26,C1,P7,2024-06-26,17,179.93,0,3058.81,,,,,True,2024-06-26,17,False,179.93,False
INV26,C1,P7,2024-06-26,17,179.93,0,3058.81,,,,,True,2024-08-11,17,False,179.93,False
INV26,C1,P7,2024-06-26,17,179.93,0,3058.81,,,,,True,2024-08-12,19,False,179.93,False
INV26,C1,P7,2024-06-26,17,179.93,0,3058.81,,,,,True,2024-06-03,15,False,179.93,False
INV26,C1,P7,2024-06-26,17,179.93,0,3058.81,,,,,True,2024-11-04,14,False,179.93,False
INV26,C1,P7,2024-06-26,17,179.93,0,3058.81,,,,,True,2024-11-25,14,False,179.93,False
INV26,C1,P7,2024-06-26,17,179.93,0,3058.81,,,,,True,2024-07-06,13,False,179.93,False
INV26,C1,P7,2024-06-26,17,179.93,0,3058.81,,,,,True,2024-08-24,28,False,179.93,False
INV26,C1,P7,2024-06-26,17,179.93,0,3058.81,,,,,True,2024-08-01,24,False,179.93,False
INV26,C1,P7,2024-06-26,17,179.93,0,3058.81,,,,,True,2024-07-13,15,False,179.93,False
INV27,C5,P9,2024-09-26,23,156.21,0,3592.83,,,,,True,2024-09-26,23,False,156.21,False
INV27,C5,P9,2024-09-26,23,156.21,0,3592.83,,,,,True,2024-07-19,26,False,156.21,False
INV27,C5,P9,2024-09-26,23,156.21,0,3592.83,,,,,True,2024-08-19,19,False,156.21,False
INV27,C5,P9,2024-09-26,23,156.21,0,3592.83,,,,,True,2024-08-14,19,False,156.21,False
INV27,C5,P9,2024-09-26,23,156.21,0,3592.83,,,,,True,2024-08-05,23,False,156.21,False
INV27,C5,P9,2024-09-26,23,156.21,0,3592.83,,,,,True,2024-06-28,20,False,156.21,False
INV27,C5,P9,2024-09-26,23,156.21,0,3592.83,,,,,True,2024-06-03,20,False,156.21,False
INV28,C19,P0,2024-10-18,14,96.95,5,1289.44,96.95,10.0,2024-01-01,2025-12-31,False,2024-10-18,14,False,106.18,False
INV28,C19,P0,2024-10-18,14,96.95,5,1289.44,96.95,10.0,2024-01-01,2025-12-31,False,2024-11-15,20,False,106.18,False
INV28,C19,P0,2024-10-18,14,96.95,5,1289.44,96.95,10.0,2024-01-01,2025-12-31,False,2024-07-19,13,False,106.18,False
INV28,C19,P0,2024-10-18,14,96.95,5,1289.44,96.95,10.0,2024-01-01,2025-12-31,False,2024-08-07,23,False,106.18,False
INV28,C19,P0,2024-10-18,14,96.95,5,1289.44,96.95,10.0,2024-01-01,2025-12-31,False,2024-09-14,24,False,106.18,False
INV28,C19,P0,2024-10-18,14,96.95,5,1289.44,96.95,10.0,2024-01-01,2025-12-31,False,2024-10-21,17,False,106.18,False
INV29,C37,P4,2024-10-04,15,73.4,0,1101.0,,,,,True,2024-10-04,15,False,73.4,False
INV29,C37,P4,2024-10-04,15,73.4,0,1101.0,,,,,True,2024-10-16,22,False,73.4,False
INV29,C37,P4,2024-10-04,15,73.4,0,1101.0,,,,,True,2024-07-24,23,False,73.4,False
INV29,C37,P4,2024-10-04,15,73.4,0,1101.0,,,,,True,2024-08-12,23,False,73.4,False
INV29,C37,P4,2024-10-04,15,73.4,0,1101.0,,,,,True,2024-06-21,32,False,73.4,False
INV29,C37,P4,2024-10-04,15,73.4,0,1101.0,,,,,True,2024-08-31,15,False,73.4,False
INV29,C37,P4,2024-10-04,15,73.4,0,1101.0,,,,,True,2024-09-12,21,False,73.4,False
INV29,C37,P4,2024-10-04,15,73.4,0,1101.0,,,,,True,2024-07-22,20,False,73.4,False
INV29,C37,P4,2024-10-04,15,73.4,0,1101.0,,,,,True,2024-07-18,23,False,73.4,False
INV30,C42,P2,2024-11-08,18,159.8,0,2876.4,,,,,True,2024-09-19,14,False,159.8,False
INV30,C42,P2,2024-11-08,18,159.8,0,2876.4,,,,,True,2024-11-08,18,False,159.8,False
INV30,C42,P2,2024-11-08,18,159.8,0,2876.4,,,,,True,2024-07-24,20,False,159.8,False
INV30,C42,P2,2024-11-08,18,159.8,0,2876.4,,,,,True,2024-08-20,22,False,159.8,False
INV30,C42,P2,2024-11-08,18,159.8,0,2876.4,,,,,True,2024-11-18,19,False,159.8,False
INV30,C42,P2,2024-11-08,18,159.8,0,2876.4,,,,,True,2024-06-14,10,False,159.8,False
INV30,C42,P2,2024-11-08,18,159.8,0,2876.4,,,,,True,2024-08-11,19,False,159.8,False
INV30,C42,P2,2024-11-08,18,159.8,0,2876.4,,,,,True,2024-07-23,20,False,159.8,False
INV30,C42,P2,2024-11-08,18,159.8,0,2876.4,,,,,True,2024-09-28,26,False,159.8,False
INV30,C42,P2,2024-11-08,18,159.8,0,2876.4,,,,,True,2024-11-02,12,False,159.8,False
INV30,C42,P2,2024-11-08,18,159.8,0,2876.4,,,,,True,2024-07-01,18,False,159.8,False
INV31,C4,P6,2024-10-16,25,58.71,0,1467.75,,,,,True,2024-10-16,25,False,58.71,False
INV31,C4,P6,2024-10-16,25,58.71,0,1467.75,,,,,True,2024-10-08,14,False,58.71,False
INV31,C4,P6,2024-10-16,25,58.71,0,1467.75,,,,,True,2024-06-05,21,False,58.71,False
INV31,C4,P6,2024-10-16,25,58.71,0,1467.75,,,,,True,2024-09-25,31,False,58.71,False
INV31,C4,P6,2024-10-16,25,58.71,0,1467.75,,,,,True,2024-07-23,25,False,58.71,False
INV31,C4,P6,2024-10-16,25,58.71,0,1467.75,,,,,True,2024-06-16,19,False,58.71,False
INV31,C4,P6,2024-10-16,25,58.71,0,1467.75,,,,,True,2024-09-17,36,False,58.71,False
INV31,C4,P6,2024-10-16,25,58.71,0,1467.75,,,,,True,2024-11-21,17,False,58.71,False
INV31,C4,P6,2024-10-16,25,58.71,0,1467.75,,,,,True,2024-06-16,19,False,58.71,False
INV31,C4,P6,2024-10-16,25,58.71,0,1467.75,,,,,True,2024-09-27,30,False,58.71,False
INV32,C36,P8,2024-06-17,14,140.17,0,1962.38,,,,,True,2024-06-17,14,False,140.17,False
INV32,C36,P8,2024-06-17,14,140.17,0,1962.38,,,,,True,2024-11-23,19,False,140.17,False
INV32,C36,P8,2024-06-17,14,140.17,0,1962.38,,,,,True,2024-09-20,25,False,140.17,False
INV32,C36,P8,2024-06-17,14,140.17,0,1962.38,,,,,True,2024-08-21,24,False,140.17,False
INV32,C36,P8,2024-06-17,14,140.17,0,1962.38,,,,,True,2024-08-13,17,False,140.17,False
INV32,C36,P8,2024-06-17,14,140.17,0,1962.38,,,,,True,2024-07-18,25,False,140.17,False
INV32,C36,P8,2024-06-17,14,140.17,0,1962.38,,,,,True,2024-10-09,22,False,140.17,False
INV32,C36,P8,2024-06-17,14,140.17,0,1962.38,,,,,True,2024-07-22,23,False,140.17,False
INV32,C36,P8,2024-06-17,14,140.17,0,1962.38,,,,,True,2024-10-06,28,False,140.17,False
INV32,C36,P8,2024-06-17,14,140.17,0,1962.38,,,,,True,2024-10-18,19,False,140.17,False
INV32,C36,P8,2024-06-17,14,140.17,0,1962.38,,,,,True,2024-09-06,17,False,140.17,False
INV32,C36,P8,2024-06-17,14,140.17,0,1962.38,,,,,True,2024-11-27,27,False,140.17,False
INV32,C36,P8,2024-06-17,14,140.17,0,1962.38,,,,,True,2024-08-14,20,False,140.17,False
INV33,C37,P6,2024-11-10,18,58.71,0,1056.78,,,,,True,2024-11-10,18,False,58.71,False
INV33,C37,P6,2024-11-10,18,58.71,0,1056.78,,,,,True,2024-06-07,15,False,58.71,False
INV33,C37,P6,2024-11-10,18,58.71,0,1056.78,,,,,True,2024-11-27,14,False,58.71,False
INV33,C37,P6,2024-11-10,18,58.71,0,1056.78,,,,,True,2024-08-07,25,False,58.71,False
INV33,C37,P6,2024-11-10,18,58.71,0,1056.78,,,,,True,2024-07-29,24,False,58.71,False
INV33,C37,P6,2024-11-10,18,58.71,0,1056.78,,,,,True,2024-09-18,27,False,58.71,False
INV33,C37,P6,2024-11-10,18,58.71,0,1056.78,,,,,True,2024-06-25,15,False,58.71,False
INV34,C43,P1,2024-08-17,16,192.61,0,3081.76,,,,,True,2024-08-17,16,False,192.61,False
INV34,C43,P1,2024-08-17,16,192.61,0,3081.76,,,,,True,2024-10-24,22,False,192.61,False
INV34,C43,P1,2024-08-17,16,192.61,0,3081.76,,,,,True,2024-10-29,18,False,192.61,False
INV34,C43,P1,2024-08-17,16,192.61,0,3081.76,,,,,True,2024-09-19,11,False,192.61,False
INV34,C43,P1,2024-08-17,16,192.61,0,3081.76,,,,,True,2024-09-30,19,False,192.61,False
INV34,C43,P1,2024-08-17,16,192.61,0,3081.76,,,,,True,2024-06-21,13,False,192.61,False
INV34,C43,P1,2024-08-17,16,192.61,0,3081.76,,,,,True,2024-09-09,18,False,192.61,False
INV34,C43,P1,2024-08-17,16,192.61,0,3081.76,,,,,True,2024-06-10,20,False,192.61,False
INV35,C0,P7,2024-08-03,21,179.93,0,3778.53,,,,,True,2024-08-03,21,False,179.93,False
INV35,C0,P7,2024-08-03,21,179.93,0,3778.53,,,,,True,2024-11-11,33,False,179.93,False
