invoice_id,billed_amount,expected_revenue_baseline,leakage_baseline
INV2594,1805.06,1831.8787142857143,26.81871428571435
INV434,747.14,773.9022,26.762200000000007
INV1879,3905.25,3931.7835833333334,26.533583333333354
INV1285,4678.18,4704.60265,26.42264999999952
INV832,3466.98,3493.3724500000003,26.39245000000028
INV1222,1723.14,1749.45392,26.313919999999825
INV610,1908.4,1934.6716,26.271599999999808
INV978,2339.09,2365.2445000000002,26.1545000000001
INV93,833.76,859.8304514285715,26.07045142857146
INV140,1174.2,1200.1448714285714,25.944871428571332
INV2898,3072.33,3098.2480111111113,25.918011111111355
INV1405,2967.99,2993.7004166666666,25.710416666666788
INV1388,3249.72,3275.3596,25.639599999999973
INV1949,2270.01,2295.5920142857144,25.582014285714195
INV2802,3774.6,3800.1282666666666,25.528266666666696
INV1853,3849.34,3874.85715,25.517149999999674
INV1117,1415.74,1441.1477285714286,25.407728571428606
INV2695,3058.81,3084.1639,25.353900000000067
INV1029,3079.22,3104.5600999999997,25.340099999999893
INV1867,3355.8,3381.0901900000003,25.290190000000166
INV1781,1979.23,2004.512575,25.28257499999995
INV2829,1826.42,1851.649175,25.22917499999994
INV1913,2716.6,2741.7679125,25.167912500000057
INV185,3418.67,3443.8062888888894,25.13628888888934
INV1980,1880.52,1905.6430666666668,25.123066666666773
INV2772,2866.86,2891.8036333333334,24.94363333333331
INV2519,2339.09,2363.9785,24.888500000000022
INV1334,2716.6,2741.466575,24.86657500000001
INV242,2123.6,2148.4097,24.809700000000248
INV1069,1908.4,1933.20968,24.809679999999844
INV183,1592.7,1617.4525666666668,24.75256666666678
INV1955,2878.88,2903.4863111111113,24.606311111111154
INV1947,1592.7,1617.191085714286,24.491085714285873
INV714,1301.69,1326.1281857142858,24.438185714285737
INV1213,2690.78,2715.1391,24.35909999999967
INV2908,3238.74,3263.09765,24.357650000000376
INV118,3436.62,3460.8402333333333,24.220233333333454
INV872,2655.57,2679.780514285714,24.210514285713998
INV2674,3487.86,3512.0243714285716,24.164371428571485
INV2942,2556.8,2580.6730000000002,23.873000000000047
INV713,3124.2,3148.04515,23.845150000000103
INV920,3185.4,3209.0227333333332,23.622733333333144
INV2345,2501.01,2524.60732,23.597319999999854
INV1646,2084.38,2107.9732999999997,23.593299999999545
INV1874,1517.48,1540.9444625,23.46446250000008
INV365,3958.46,3981.817525,23.357524999999896
INV2246,2663.92,2687.2659714285714,23.345971428571374
INV292,2517.0,2540.228225,23.22822499999984
INV1130,1957.2,1980.251525,23.051524999999856
INV1979,565.5,588.5447624999999,23.044762499999933
INV576,1667.52,1690.4892714285716,22.969271428571574
INV1828,3418.67,3441.4575666666665,22.787566666666407
INV784,3075.6,3098.377466666667,22.777466666666896
INV2792,3958.46,3981.230625,22.77062500000011
INV2266,3238.74,3261.454625,22.71462500000007
INV2075,1843.65,1866.3601,22.71010000000001
INV603,1486.52,1509.1913,22.671299999999974
INV2103,1667.52,1690.1574714285716,22.637471428571644
INV2678,799.0,821.6209133333333,22.620913333333306
INV1531,1835.0,1857.45515,22.455150000000003
INV476,1981.8,2004.2176749999999,22.417674999999917
INV1909,1686.02,1708.3947625,22.374762500000088
INV845,998.07,1020.348388,22.27838799999995
INV1220,2965.08,2987.353688888889,22.273688888888955
INV521,998.07,1020.3363559999999,22.26635599999986
INV1946,1562.1,1584.3493714285714,22.24937142857152
INV1275,1321.2,1343.4213333333332,22.221333333333178
INV2137,1269.0,1291.21175,22.211749999999938
INV2604,1874.52,1896.7219200000002,22.2019200000002
INV1741,3196.0,3218.1347600000004,22.13476000000037
INV1181,1321.2,1343.279025,22.079025
INV417,2530.61,2552.6710857142857,22.061085714285582
INV950,2335.96,2358.01223,22.05222999999978
INV549,1644.9,1666.8628857142858,21.962885714285676
INV2181,3418.67,3440.50915,21.83914999999979
INV2721,1592.7,1614.48765,21.787649999999985
INV237,2123.6,2145.3590727272726,21.759072727272724
INV2230,1491.42,1513.0440833333332,21.624083333333147
INV2431,1181.04,1202.462925,21.422925000000077
INV1469,2698.95,2720.368409090909,21.418409090909336
INV374,1174.2,1195.55955,21.3595499999999
INV2176,2452.05,2473.3965333333335,21.346533333333355
INV2846,1164.46,1185.77918,21.31917999999996
INV937,3229.02,3250.3376714285714,21.31767142857143
INV498,2466.02,2487.3340222222223,21.31402222222232
INV2865,1908.4,1929.7110125,21.311012499999833
INV668,3238.74,3259.912883333333,21.172883333333175
INV2769,1084.47,1105.58586,21.115859999999884
INV566,3436.62,3457.7219333333333,21.101933333333363
INV2057,2698.95,2720.0326727272727,21.082672727272893
INV1141,951.44,972.42827,20.988269999999943
INV592,1677.6,1698.5457,20.945699999999988
INV2998,1321.2,1342.1255714285714,20.925571428571402
INV2291,1439.44,1460.3294,20.889400000000023
INV401,2335.96,2356.76716,20.80715999999984
INV615,2967.99,2988.678,20.688000000000102
INV1086,1619.37,1640.0073111111112,20.63731111111133
INV162,1232.91,1253.4189875,20.508987499999876
INV212,4373.88,4394.368416666667,20.488416666667035
INV1076,4474.4,4494.84235,20.44235000000026
INV859,1398.0,1418.4176,20.417599999999993
INV975,2967.99,2988.3222299999998,20.33222999999998
INV2539,3466.98,3487.2643599999997,20.28435999999965
INV10,3436.62,3456.8972,20.277199999999993
INV2019,4318.32,4338.5866125,20.26661250000052
INV2973,1908.4,1928.4772999999998,20.077299999999696
INV2428,5217.97,5238.036,20.065999999999804
INV1993,3081.76,3101.8178749999997,20.057874999999513
INV735,1698.88,1718.91418,20.03417999999988
INV1970,1401.7,1421.629475,19.92947499999991
INV687,2698.16,2718.0692599999998,19.909259999999904
INV1522,2394.4,2414.2665428571427,19.866542857142576
INV1661,1321.35,1341.2141714285713,19.864171428571353
INV414,1027.6,1047.441775,19.841775000000098
INV2571,2771.11,2790.8821500000004,19.772150000000238
INV1547,3914.4,3934.044257142857,19.644257142856986
INV1818,1429.7,1449.32905,19.629050000000007
INV2895,4217.67,4237.277700000001,19.607700000000477
INV343,1718.31,1737.9064714285716,19.596471428571704
INV243,3294.82,3314.3936000000003,19.57360000000017
INV1247,3378.73,3398.259275,19.52927499999987
INV642,679.39,698.8014283333333,19.411428333333333
INV301,3205.91,3225.2526444444447,19.342644444444886
INV1940,1210.91,1230.19885,19.28884999999991
INV2197,2335.96,2355.1796714285715,19.219671428571473
INV1983,3280.41,3299.6150500000003,19.205050000000483
INV2241,2335.96,2355.163325,19.20332499999995
INV1127,1698.88,1718.0749875,19.194987499999797
INV1118,1698.88,1718.0749875,19.194987499999797
INV1390,2556.8,2575.9857,19.185699999999997
INV1,3355.8,3374.9685285714286,19.168528571428396
INV2974,1134.9,1154.04402,19.144019999999955
INV681,2102.55,2121.66218,19.112179999999626
INV744,1027.6,1046.6728666666668,19.07286666666687
INV2204,3083.74,3102.802025,19.062025000000176
INV2543,3124.2,3143.24305,19.04305000000022
INV1257,4315.32,4334.3449375,19.024937500000306
INV1210,3660.97,3679.9776666666667,19.007666666666864
INV2030,1619.37,1638.3770555555554,19.007055555555553
INV1966,955.62,974.621866,19.00186599999995
INV2830,2803.4,2822.399775,18.999774999999772
INV2595,1468.0,1486.97505,18.97505000000001
INV1501,2763.02,2781.98925,18.969250000000102
INV867,1001.52,1020.4264785714286,18.90647857142858
INV2398,1793.27,1812.0860285714286,18.81602857142866
INV802,4318.32,4337.1019,18.78189999999995
INV488,4498.25,4516.995725000001,18.745725000000675
INV526,2343.15,2361.8660714285716,18.716071428571468
INV2254,1630.42,1649.1163999999999,18.696399999999812
INV1917,691.16,709.80736,18.64736000000005
INV4,1118.6,1137.2239909090908,18.623990909090935
INV1114,3018.15,3036.7301555555555,18.580155555555393
INV2090,3124.2,3142.774957142857,18.57495714285733
INV771,821.94,840.497065,18.557064999999966
INV2636,1351.56,1369.95478,18.394780000000083
INV806,1562.1,1580.482014285714,18.38201428571415
INV2730,1632.26,1650.5581124999999,18.29811249999989
INV1135,4061.46,4079.746,18.286000000000058
INV2753,2763.02,2781.254,18.233999999999924
INV1407,3749.04,3767.1594666666665,18.11946666666654
INV2726,1174.2,1192.2679625,18.06796250000002
INV2098,2593.88,2611.8727,17.992699999999786
INV412,3515.6,3533.584375,17.984375
INV1097,3058.81,3076.7138555555557,17.903855555555765
INV224,821.94,839.8269,17.88689999999997
INV2327,1908.4,1926.2267625,17.82676249999986
INV1259,1468.0,1485.768025,17.76802500000008
INV2108,1698.88,1716.63595,17.755949999999984
INV2819,3749.04,3766.757666666667,17.7176666666669
INV221,3436.62,3454.3322000000003,17.712200000000394
INV1843,1936.3,1953.95765,17.657650000000103
INV49,2709.32,2726.9558,17.635800000000017
INV1506,1562.1,1579.7084,17.608400000000074
INV2317,2097.0,2114.607666666667,17.607666666666773
INV1605,3006.33,3023.904128571429,17.5741285714289
INV2415,1592.7,1610.1907666666666,17.49076666666656
INV314,1835.0,1852.4733428571428,17.473342857142825
INV2360,1398.0,1415.4227250000001,17.422725000000128
INV2677,2102.55,2119.96482,17.414819999999963
INV997,2655.57,2672.96554,17.395539999999983
INV1357,2548.32,2565.6863272727273,17.366327272727176
INV147,3466.98,3484.335785714286,17.355785714285958
INV27,3592.83,3610.178528571429,17.348528571429142
INV2293,2875.62,2892.9000285714287,17.28002857142883
INV336,3418.67,3435.8157,17.145700000000033
INV1665,4318.32,4335.37528,17.055280000000494
INV2686,4204.6,4221.6231875,17.02318749999995
INV1637,963.05,979.9981150000001,16.948115000000143
INV1881,4318.32,4335.256222222222,16.93622222222257
INV2602,2097.0,2113.9159833333338,16.91598333333377
INV2983,2803.4,2820.3158875,16.915887499999826
INV1896,2796.0,2812.9156125,16.915612499999952
INV1120,998.07,1014.865896,16.79589599999997
INV2814,1719.23,1735.999242857143,16.7692428571429
INV572,3515.6,3532.34604,16.746039999999994
INV612,1856.72,1873.4536799999998,16.733679999999822
INV2476,1835.0,1851.7226500000002,16.722650000000158
INV461,1094.12,1110.79956,16.679560000000038
INV1891,4138.39,4155.022445454546,16.632445454545632
INV2525,1592.7,1609.3223857142857,16.622385714285656
INV1738,3196.0,3212.61933,16.61932999999999
INV468,1500.12,1516.7331875,16.613187500000095
INV1660,3223.91,3240.47295,16.56295
INV1062,1282.64,1299.1814875,16.541487499999903
INV707,939.36,955.8735375,16.513537499999984
INV734,2519.02,2535.4868333333334,16.466833333333398
INV2064,2335.96,2352.426433333333,16.466433333333043
INV2148,1805.06,1821.5231454545453,16.463145454545383
INV1470,3357.88,3374.3203,16.440299999999752
INV1798,3321.77,3338.150628571429,16.380628571429042
INV911,1757.8,1774.1522599999998,16.352259999999887
INV1040,1321.2,1337.4170625,16.217062499999884
INV710,1878.72,1894.83756,16.117559999999912
INV2258,4248.6,4264.7174749999995,16.117474999999104
INV1179,1232.91,1248.9468,16.036799999999857
INV666,2453.72,2469.7329125,16.01291250000031
INV2569,3185.82,3201.8148888888886,15.994888888888454
INV1353,1321.2,1337.1577,15.957699999999932
INV1961,3355.8,3371.69674,15.896739999999681
INV15,3408.41,3424.299785714286,15.889785714286063
INV1755,2967.99,2983.871528571429,15.881528571429044
INV2120,3985.42,4001.2790166666664,15.85901666666632
INV1216,3749.04,3764.8773600000004,15.837360000000444
INV1490,1911.24,1927.0353249999998,15.79532499999982
INV1774,2889.15,2904.9410166666667,15.791016666666565
INV2914,751.24,766.8550525,15.615052500000047
INV2704,2030.73,2046.3376999999998,15.607699999999795
INV1801,2229.78,2245.3717,15.591699999999946
INV462,1321.2,1336.7884999999999,15.58849999999984
INV1517,440.4,455.957656,15.557656000000009
INV2062,2123.6,2139.1420375,15.542037499999878
INV1365,1321.2,1336.7040857142858,15.504085714285793
INV2079,1302.4,1317.868325,15.468324999999822
INV864,832.37,847.83329375,15.463293750000048
INV1538,807.4,822.85076875,15.450768750000066
INV413,3054.7,3070.1085875,15.408587500000067
INV1106,2770.06,2785.4624249999997,15.402424999999766
INV2790,1688.2,1703.5301833333333,15.330183333333252
INV1723,923.4,938.6913111111112,15.291311111111213
INV2276,3196.0,3211.216257142857,15.216257142857103
INV2454,3289.88,3305.07206,15.192059999999856
INV1325,978.6,993.7679171428571,15.16791714285705
INV1463,3104.36,3119.5230714285713,15.16307142857113
INV2407,1232.91,1247.92636,15.01635999999985
INV1153,1874.52,1889.4547666666667,14.934766666666746
INV2943,2123.6,2138.4600857142855,14.86008571428556
INV1914,729.94,744.6918428571429,14.751842857142833
INV1528,4318.32,4333.043011111111,14.723011111111191
INV2162,2335.96,2350.6607125,14.700712500000009
INV994,2655.57,2670.270311111111,14.70031111111075
INV881,2335.96,2350.6519142857146,14.691914285714574
INV293,1761.6,1776.2806555555558,14.680655555555859
INV1132,3852.2,3866.8743999999997,14.674399999999878
INV1870,2320.84,2335.4733375,14.633337499999925
INV2271,2441.2,2455.81664,14.616640000000189
INV1973,645.81,660.4186975,14.608697500000062
INV1061,2716.6,2731.17751,14.577510000000075
INV944,3308.64,3323.1446166666665,14.504616666666607
INV2978,4474.4,4488.8606,14.46060000000034
INV2184,4498.25,4512.671383333333,14.421383333333324
INV562,3029.57,3043.967125,14.39712499999996
INV2541,1387.45,1401.8392555555556,14.389255555555565
INV564,1967.12,1981.4734777777778,14.353477777777925
INV1951,1321.2,1335.52595,14.32594999999992
INV404,1321.2,1335.5146124999999,14.31461249999984
INV1598,2426.92,2441.22026,14.30025999999998
INV852,3355.8,3370.090425,14.290424999999686
INV1088,2767.62,2781.8925,14.272500000000036
INV531,547.04,561.301146,14.261146000000053
INV1669,880.65,894.88118,14.231179999999995
INV2568,1761.6,1775.7850666666666,14.185066666666671
INV2497,2503.93,2518.1077,14.177700000000186
INV396,3355.8,3369.9436,14.143599999999878
INV2451,2344.92,2359.03074,14.110740000000078
INV1752,3083.74,3097.812075,14.07207500000004
INV2925,1027.6,1041.6707000000001,14.070700000000215
INV2572,3846.26,3860.3218857142856,14.061885714285381
INV1005,2335.96,2350.018625,14.05862500000012
INV933,1486.52,1500.57385,14.053850000000011
INV494,2387.84,2401.808657142857,13.968657142856955
INV2608,864.37,878.337858,13.967857999999978
INV756,3355.8,3369.750016666667,13.95001666666667
INV2775,2499.36,2513.2907,13.930699999999888
INV408,1299.0,1312.926375,13.926375000000007
INV2286,3196.0,3209.92426,13.924259999999776
INV1145,2917.63,2931.5134428571428,13.883442857142654
INV1207,2097.0,2110.8517375,13.851737500000127
INV1299,2123.6,2137.4514166666663,13.85141666666641
INV1466,744.77,758.60635,13.836350000000039
INV1615,806.83,820.6567325,13.826732499999935
INV2228,2764.87,2778.692071428571,13.822071428571235
INV1009,3418.67,3432.4632666666666,13.793266666666568
INV405,1027.6,1041.383857142857,13.783857142857187
INV1701,3418.67,3432.4245333333333,13.754533333333256
INV1044,1467.75,1481.4281714285714,13.678171428571432
INV395,1323.68,1337.35397,13.673969999999827
INV2851,3223.91,3237.53991,13.629910000000109
INV1202,1757.8,1771.4091666666668,13.609166666666852
INV1546,3418.67,3432.2617999999998,13.591799999999694
INV696,1409.04,1422.6001,13.560100000000148
INV1329,3852.2,3865.7139142857145,13.51391428571469
INV2110,2030.73,2044.150414285714,13.42041428571406
INV1386,1979.23,1992.6411999999998,13.41119999999978
INV2605,1957.2,1970.6101142857144,13.410114285714371
INV14,3031.64,3045.0000111111112,13.360011111111362
INV2302,1908.4,1921.7435714285714,13.343571428571295
INV957,1321.2,1334.5215125,13.321512499999926
INV373,2716.6,2729.88892,13.288919999999962
INV416,1409.04,1422.3022,13.26220000000012
INV2159,3081.76,3094.9984,13.238399999999729
INV1756,1071.96,1085.1927249999999,13.232724999999846
INV270,2144.57,2157.716225,13.146224999999959
INV1825,998.07,1011.2115799999999,13.141579999999863
INV2505,3083.74,3096.8579375,13.117937500000153
INV281,3515.6,3528.7169599999997,13.116959999999835
INV1442,880.65,893.7166500000001,13.066650000000095
INV1618,3223.91,3236.9449699999996,13.034969999999703
INV6,3196.0,3208.9719800000003,12.971980000000258
INV716,3515.6,3528.57164,12.971640000000207
INV1119,1660.88,1673.8231142857142,12.943114285714046
INV440,2673.98,2686.9166444444445,12.936644444444482
INV110,2346.39,2359.3168,12.926800000000185
INV597,1258.2,1271.0879571428572,12.887957142857204
INV1123,2382.89,2395.7512,12.86120000000028
INV1548,1672.9,1685.7605888888888,12.860588888888742
INV409,2716.6,2729.4569874999997,12.856987499999832
INV1831,1638.98,1651.8146599999998,12.834659999999758
INV1150,1027.6,1040.4237333333335,12.823733333333621
INV858,1232.91,1245.64989,12.739889999999832
INV1627,1727.1,1739.80405,12.704050000000052
INV2131,1677.6,1690.2854666666667,12.685466666666798
INV1092,2943.57,2956.2444166666664,12.674416666666275
INV723,3036.2,3048.8674285714287,12.6674285714289
INV672,3238.74,3251.345871428571,12.60587142857139
INV751,2519.02,2531.618,12.597999999999956
INV2156,2503.93,2516.52465,12.594650000000001
INV1753,1320.6,1333.1696666666667,12.569666666666762
INV542,2556.8,2569.35732,12.55731999999989
INV1803,3280.41,3292.9658,12.55580000000009
INV647,2760.68,2773.2225272727273,12.542527272727511
INV1048,645.81,658.31365,12.503650000000107
INV2982,2242.72,2255.19924,12.479240000000118
INV366,3196.0,3208.4770333333336,12.477033333333566
INV1453,1739.45,1751.9203750000001,12.470375000000104
INV2326,3418.67,3431.0929666666666,12.422966666666525
INV1274,1356.6,1368.985075,12.385075000000143
INV1600,2607.32,2619.69652,12.3765199999998
INV2850,2850.48,2862.830011111111,12.350011111111144
INV2409,3196.0,3208.327385714286,12.32738571428581
INV1682,2466.02,2478.3310666666666,12.311066666666648
INV1739,3418.67,3430.9678555555556,12.297855555555543
INV2834,660.6,672.89432125,12.294321249999939
INV1864,2242.72,2255.01325,12.293250000000171
INV317,3634.8,3647.02952,12.229519999999866
INV691,3914.4,3926.62306,12.223059999999805
INV499,1562.1,1574.2346599999998,12.13465999999994
INV500,1467.75,1479.883,12.133000000000038
INV1162,2663.23,2675.34436,12.114360000000033
INV780,2123.6,2135.698225,12.098225000000184
INV36,2102.55,2114.64385,12.093849999999748
INV189,2197.49,2209.5738,12.083800000000338
INV1065,2760.68,2772.758863636364,12.078863636364076
INV172,2333.14,2345.21136,12.071359999999913
INV2232,1394.6,1406.64157,12.041570000000092
INV866,4430.03,4442.0692500000005,12.03925000000072
INV555,3355.8,3367.83272,12.0327199999997
INV2972,1827.71,1839.6974400000001,11.987440000000106
INV119,1757.8,1769.7813571428571,11.981357142857178
INV1573,1348.27,1360.2474222222222,11.97742222222223
INV1171,1690.06,1702.02076,11.960760000000164
INV2591,3659.59,3671.519775,11.929775000000063
INV2506,3058.81,3070.7362833333336,11.926283333333686
INV2835,1174.2,1186.1160857142856,11.9160857142856
INV421,2716.6,2728.4876600000002,11.887660000000324
INV726,2110.48,2122.332925,11.852925000000141
INV1908,1174.2,1186.03906,11.839060000000018
INV2672,4858.11,4869.937322222222,11.827322222222392
INV869,2529.79,2541.61541,11.82540999999992
INV1316,4678.18,4689.994428571429,11.814428571428834
INV202,2159.16,2170.9708,11.8108000000002
INV2827,2967.99,2979.794433333333,11.804433333333236
INV2343,981.19,992.9866290909092,11.796629090909164
INV2477,2097.0,2108.7640874999997,11.764087499999732
INV1734,3124.2,3135.9608333333335,11.760833333333721
INV1750,3058.81,3070.56905,11.759050000000116
INV1240,3036.2,3047.9413857142854,11.74138571428557
INV133,4044.81,4056.5398,11.729800000000068
INV631,3238.74,3250.3689777777777,11.62897777777789
INV1081,1383.05,1394.65495,11.604950000000144
INV2574,939.36,950.8877857142857,11.527785714285642
INV1806,3924.76,3936.27005,11.510049999999865
INV258,821.94,833.414981,11.474980999999957
INV2691,880.8,892.27118,11.471180000000004
INV2335,2876.4,2887.8671833333333,11.467183333333196
INV2548,1232.91,1244.3701285714285,11.460128571428413
INV9,3852.2,3863.6571,11.457100000000082
INV1467,3592.83,3604.28295,11.452949999999873
INV702,2578.85,2590.289342857143,11.439342857142947
INV2540,1241.55,1252.9891,11.439100000000053
INV2182,998.07,1009.5072925,11.437292499999899
INV1149,1159.23,1170.6603714285716,11.430371428571561
INV333,2523.06,2534.4868100000003,11.426810000000387
INV2628,1996.3,2007.715877777778,11.41587777777795
INV2990,1321.2,1332.6121600000001,11.412160000000085
INV399,1311.44,1322.85106,11.411059999999907
INV2153,1537.8,1549.1789199999998,11.37891999999988
INV1473,1174.4,1185.7500625,11.350062499999922
INV2306,3238.74,3250.085427272727,11.345427272727193
INV482,2967.99,2979.3133857142857,11.323385714285905
INV2260,1537.8,1549.1167500000001,11.316750000000184
INV2683,3675.4,3686.6958299999997,11.295829999999569
INV2969,1657.58,1668.8637142857142,11.283714285714268
INV1272,2654.5,2665.7799200000004,11.279920000000402
INV1989,2115.07,2126.349085714286,11.279085714285884
INV278,1733.49,1744.7368888888889,11.246888888888861
INV2054,1394.6,1405.81425,11.214249999999993
INV1001,3364.08,3375.292266666667,11.212266666666892
INV1399,3196.0,3207.2036714285714,11.203671428571397
INV823,5200.47,5211.670985714286,11.200985714285707
INV240,1398.0,1409.1621444444445,11.162144444444493
INV748,3372.04,3383.1494625,11.109462500000063
INV2209,2853.69,2864.7758,11.085799999999836
INV515,2452.05,2463.1303333333335,11.080333333333328
INV1330,2102.55,2113.5518,11.001800000000003
INV1376,2655.57,2666.5264875000003,10.956487500000094
INV1080,3357.88,3368.8138875,10.933887499999855
INV988,3436.62,3447.5486,10.928600000000188
INV1809,2311.32,2322.2456166666666,10.925616666666429
INV1231,4678.18,4689.094314285714,10.914314285713772
INV2466,1065.8,1076.6952499999998,10.895249999999805
INV251,2470.09,2480.9534999999996,10.863499999999476
INV1090,960.91,971.764516,10.85451599999999
INV728,3784.59,3795.3791545454546,10.789154545454494
INV2459,4678.18,4688.947325,10.7673249999998
INV2470,3083.74,3094.48895,10.74895000000015
INV1422,2716.6,2727.3374833333332,10.73748333333333
INV2504,1908.4,1919.1269,10.726899999999887
INV1177,587.2,597.8999490909091,10.699949090909058
INV1981,2311.32,2322.01785,10.697850000000017
INV772,807.4,818.09192,10.691919999999982
INV1151,2663.23,2673.885166666667,10.6551666666669
INV709,1395.36,1405.9704428571429,10.61044285714297
INV2177,2445.78,2456.3773125,10.597312499999589
INV2038,1174.2,1184.7547125,10.55471250000005
INV2725,1174.2,1184.73048,10.530479999999898
INV383,3504.19,3514.714766666667,10.524766666666892
INV2826,738.15,748.656315,10.506314999999972
INV2255,3260.41,3270.9066375,10.49663750000036
INV2720,856.58,867.0555875,10.47558749999996
INV191,2503.93,2514.3846444444443,10.454644444444511
INV1211,3778.53,3788.9828333333335,10.452833333333274
INV1792,2811.78,2822.21825,10.438249999999698
INV2257,2663.23,2673.6476833333336,10.41768333333357
INV2778,1061.8,1072.2093,10.40930000000003
INV2376,1232.91,1243.3037285714286,10.393728571428483
INV480,3852.2,3862.5075857142856,10.307585714285779
INV2142,2654.5,2664.8070333333335,10.307033333333493
INV1574,923.22,933.4834362500001,10.26343625000004
INV1279,3083.74,3093.9760636363635,10.236063636363724
INV19,3345.79,3356.015757142857,10.22575714285722
INV1526,939.36,949.580678,10.22067800000002
INV2033,3223.91,3234.1037538461537,10.193753846153868
INV55,5038.04,5048.230016666666,10.190016666666452
