invoice_id,anomaly_score,is_anomaly,anomaly_rank
INV1244,-0.035422060540870604,1,155
INV1785,-0.035388811926153285,1,156
INV2866,-0.03538163975055486,1,157
INV1466,-0.03515773451305104,1,158
INV1244,-0.03506082980656222,1,159
INV2630,-0.03504129175727,1,160
INV1593,-0.03497566481524028,1,161
INV1593,-0.03497566481524028,1,162
INV1043,-0.03481595612430721,1,163
INV1119,-0.03472808393224369,1,164
INV656,-0.034713314802500506,1,165
INV1772,-0.034455942538565765,1,166
INV1258,-0.034283131377751186,1,167
INV1637,-0.03423932728770718,1,168
INV1637,-0.03423932728770718,1,169
INV1637,-0.03423932728770718,1,170
INV2113,-0.0338632159598371,1,171
INV2155,-0.033762124113085434,1,172
INV1705,-0.033756582966818605,1,173
INV816,-0.033725657055859504,1,174
INV2828,-0.03365120292225621,1,175
INV1593,-0.03336646169964674,1,176
INV1756,-0.03335463824167695,1,177
INV2946,-0.03335324547791363,1,178
INV1050,-0.033310510296784224,1,179
INV1050,-0.033310510296784224,1,180
INV2195,-0.03315038516637758,1,181
INV1926,-0.033138306934852535,1,182
INV2365,-0.03306354385212229,1,183
INV2365,-0.03306354385212229,1,184
INV192,-0.03289109499409015,1,185
INV558,-0.032521224151159545,1,186
INV2810,-0.032483087836540525,1,187
INV1844,-0.03244571429095544,1,188
INV445,-0.03221288268647826,1,189
INV2860,-0.03218243050569336,1,190
INV2860,-0.03218243050569336,1,191
INV2861,-0.03204085365602405,1,192
INV2828,-0.03195651191094806,1,193
INV824,-0.03190662071602701,1,194
INV2860,-0.031781610572883756,1,195
INV260,-0.031742821439164626,1,196
INV2866,-0.031500679591594305,1,197
INV1149,-0.03137395458060066,1,198
INV710,-0.031307984266162325,1,199
INV1785,-0.03127034668485196,1,200
INV2861,-0.031039551344603344,1,201
INV67,-0.030935315313731948,1,202
INV902,-0.030762493967621207,1,203
INV2692,-0.030658548446579892,1,204
INV1675,-0.030613209330025648,1,205
INV452,-0.030557749030724723,1,206
INV452,-0.030557749030724723,1,207
INV525,-0.03047903228333304,1,208
INV2947,-0.030438952945135433,1,209
INV1244,-0.03043367511393602,1,210
INV101,-0.030360174771538406,1,211
INV2291,-0.03015102077989751,1,212
INV149,-0.030100837303822292,1,213
INV1705,-0.030095942925187802,1,214
INV1705,-0.030095942925187802,1,215
INV2113,-0.03005085778243466,1,216
INV2239,-0.029916612017836575,1,217
INV1593,-0.029848320836556863,1,218
INV2365,-0.029818395400820208,1,219
INV1336,-0.02979107845072182,1,220
INV2134,-0.02961771676606839,1,221
INV2063,-0.029592395681085626,1,222
INV726,-0.029482522626346208,1,223
INV830,-0.029413273696772935,1,224
INV1385,-0.029331964167842894,1,225
INV1161,-0.02928138618912235,1,226
INV1161,-0.02928138618912235,1,227
INV2806,-0.029244176768696062,1,228
INV2500,-0.029217533740570234,1,229
INV2649,-0.029117062408377636,1,230
INV709,-0.029032420337896214,1,231
INV1063,-0.0289159859422643,1,232
INV1783,-0.028804493825435595,1,233
INV718,-0.028751240438209646,1,234
INV1032,-0.028689208518843934,1,235
INV458,-0.02857407342576246,1,236
INV1149,-0.02851954341135332,1,237
INV985,-0.02848374359865602,1,238
INV2369,-0.02836868938549597,1,239
INV1168,-0.02832828675484589,1,240
INV2643,-0.02831739483310225,1,241
INV2113,-0.028186382256558562,1,242
INV2113,-0.028186382256558562,1,243
INV1079,-0.028126176113556944,1,244
INV439,-0.028108155021458914,1,245
INV439,-0.028108155021458914,1,246
INV439,-0.028108155021458914,1,247
INV2672,-0.02809000279829532,1,248
INV1785,-0.02789553892917651,1,249
INV2888,-0.027840391045936053,1,250
INV710,-0.02759222314988885,1,251
INV2645,-0.027510735164650746,1,252
INV2285,-0.027426806074351884,1,253
INV2425,-0.02725734417667458,1,254
INV2252,-0.027209581286778306,1,255
INV824,-0.027202498313601997,1,256
INV637,-0.02720098697139095,1,257
INV622,-0.027191490676057528,1,258
INV622,-0.027191490676057528,1,259
INV2806,-0.02718769807782062,1,260
INV2754,-0.027184838167409242,1,261
INV2649,-0.02713341449483031,1,262
INV74,-0.027037695322247313,1,263
INV74,-0.027037695322247313,1,264
INV432,-0.027022492138183307,1,265
INV2828,-0.02698185819002419,1,266
INV2828,-0.02698185819002419,1,267
INV1244,-0.026943528509296155,1,268
INV2756,-0.02677966551062705,1,269
INV1829,-0.02676248000208925,1,270
INV464,-0.02674331528927787,1,271
INV1743,-0.026699134797165014,1,272
INV1487,-0.026690977492419776,1,273
INV1360,-0.02669089608270847,1,274
INV43,-0.02660390869189755,1,275
INV1827,-0.02655513118438202,1,276
INV2537,-0.026537659766410093,1,277
INV2381,-0.026537341737226883,1,278
INV2603,-0.026442279437686844,1,279
INV1466,-0.026388447311205265,1,280
INV2373,-0.026330667138906083,1,281
INV2373,-0.026330667138906083,1,282
INV2373,-0.026330667138906083,1,283
INV599,-0.026283658094238493,1,284
INV2608,-0.026249442305931514,1,285
INV1119,-0.026243067564950318,1,286
INV320,-0.026125919439930145,1,287
INV320,-0.026125919439930145,1,288
INV861,-0.026107025278614193,1,289
INV1637,-0.026064665511298046,1,290
INV2916,-0.026064165711846554,1,291
INV2285,-0.026031675207633387,1,292
INV2285,-0.026031675207633387,1,293
INV1705,-0.026008957790712328,1,294
INV2861,-0.025922865612357904,1,295
INV2861,-0.025922865612357904,1,296
INV1208,-0.025914350213820603,1,297
INV545,-0.02577380280290331,1,298
INV1844,-0.025646024109325927,1,299
INV1711,-0.025548458845307098,1,300
INV427,-0.02552805025841398,1,301
INV439,-0.02547042279234546,1,302
INV439,-0.02547042279234546,1,303
INV1764,-0.02541952774569356,1,304
INV188,-0.025278284282284513,1,305
INV2649,-0.025123431836732046,1,306
INV192,-0.025027284783543324,1,307
INV192,-0.025027284783543324,1,308
INV1831,-0.025023857773685876,1,309
INV160,-0.02498272704339788,1,310
INV2571,-0.024914609246675434,1,311
INV230,-0.024883376943252045,1,312
INV230,-0.024883376943252045,1,313
INV2139,-0.024844621861017213,1,314
INV1525,-0.02477264724915096,1,315
INV629,-0.02470946616570091,1,316
INV1525,-0.024655473702436037,1,317
INV2134,-0.02463251236301167,1,318
INV2861,-0.024621901834566917,1,319
INV645,-0.024544281670689783,1,320
INV1360,-0.02454161578183156,1,321
INV1478,-0.024526370240679274,1,322
INV973,-0.024524882097390677,1,323
INV101,-0.024498614154831455,1,324
INV2051,-0.024473555534728075,1,325
INV260,-0.024444203865742753,1,326
INV1041,-0.024415202013562065,1,327
INV1041,-0.024415202013562065,1,328
INV74,-0.02438630718966539,1,329
INV861,-0.024319062685585924,1,330
INV602,-0.024283755122195938,1,331
INV2320,-0.024278892255351292,1,332
INV1979,-0.024250681599683244,1,333
INV710,-0.024243377725638005,1,334
INV7,-0.02421505612108721,1,335
INV2498,-0.024146026079405636,1,336
INV1989,-0.024027167721137666,1,337
INV2649,-0.023967117532371573,1,338
INV1149,-0.023877259282313656,1,339
INV906,-0.023849932040637456,1,340
INV2367,-0.023685778845388472,1,341
INV1588,-0.023654561727868617,1,342
INV1588,-0.023654561727868617,1,343
INV1043,-0.02361699186430377,1,344
INV714,-0.02359981436178704,1,345
INV918,-0.02343856528217747,1,346
INV7,-0.02342446129483411,1,347
INV2916,-0.023366047652340516,1,348
INV2916,-0.023366047652340516,1,349
INV320,-0.023332260937045324,1,350
INV861,-0.02333081047939678,1,351
INV1615,-0.023311233318924596,1,352
INV703,-0.023303975487897644,1,353
INV2373,-0.02327195614041988,1,354
INV2373,-0.02327195614041988,1,355
INV192,-0.02316091283677435,1,356
INV466,-0.023160714382694514,1,357
INV2645,-0.02301090718651566,1,358
INV1967,-0.02295158173840739,1,359
INV1336,-0.022935353956978433,1,360
INV1336,-0.022935353956978433,1,361
INV434,-0.022910871872634964,1,362
INV2139,-0.02286366853666333,1,363
INV1785,-0.02280464596232812,1,364
INV2916,-0.022787647296330427,1,365
INV2155,-0.022773209768395586,1,366
INV1360,-0.022612243717123448,1,367
INV128,-0.0225775740278229,1,368
INV2091,-0.022572575651076954,1,369
INV642,-0.022516438910506364,1,370
INV2200,-0.02242798445522587,1,371
INV2177,-0.022407966977410543,1,372
INV2113,-0.022397375899642413,1,373
INV248,-0.02238516689597203,1,374
INV2020,-0.022316937723184216,1,375
INV1648,-0.021971523678171456,1,376
INV2649,-0.02194884211412551,1,377
INV2649,-0.02194884211412551,1,378
INV67,-0.02194712447138847,1,379
INV1149,-0.02194170313228505,1,380
INV74,-0.021883472648488556,1,381
INV2155,-0.021787570109388588,1,382
INV2916,-0.021777329065468476,1,383
INV1772,-0.02168086859573548,1,384
INV1772,-0.02168086859573548,1,385
INV2706,-0.02162733655746718,1,386
INV973,-0.021610051580566614,1,387
INV973,-0.021610051580566614,1,388
INV2828,-0.021475776206050456,1,389
INV599,-0.021475529466306598,1,390
INV2365,-0.021328042106573797,1,391
INV1149,-0.021216653356725956,1,392
INV1149,-0.021216653356725956,1,393
INV1393,-0.021213372183504497,1,394
INV1393,-0.021213372183504497,1,395
INV2866,-0.021180503647893145,1,396
INV445,-0.021177016842913954,1,397
INV986,-0.02116546009502096,1,398
INV1149,-0.02115511124781244,1,399
INV830,-0.02113382752506543,1,400
INV2810,-0.02106451565867884,1,401
INV2810,-0.02106451565867884,1,402
INV2649,-0.020921446412206834,1,403
INV2139,-0.02086029559019087,1,404
INV2139,-0.02086029559019087,1,405
INV918,-0.020616796850067787,1,406
INV1520,-0.020519581937350595,1,407
INV1503,-0.020469755214024943,1,408
INV2720,-0.020401042229358568,1,409
INV1568,-0.02039858667746497,1,410
INV1079,-0.020328822116375767,1,411
INV602,-0.020280882998668592,1,412
INV2888,-0.02017585736997507,1,413
INV1783,-0.020131667675391096,1,414
INV2349,-0.020091654273029058,1,415
INV558,-0.02007155789414372,1,416
INV558,-0.02007155789414372,1,417
INV257,-0.01999899239356273,1,418
INV1593,-0.019983812252348132,1,419
INV43,-0.019958433741612103,1,420
INV2754,-0.019957889217084523,1,421
INV2252,-0.01979250619170292,1,422
INV2252,-0.01979250619170292,1,423
INV622,-0.019646091637965046,1,424
INV622,-0.019646091637965046,1,425
INV2846,-0.019508278946606672,1,426
INV599,-0.019469611400460995,1,427
INV1844,-0.019384719351427604,1,428
INV439,-0.019345389353722542,1,429
INV1900,-0.0193204032664408,1,430
INV2254,-0.019292822250384423,1,431
INV2752,-0.019286489995156253,1,432
INV7,-0.019191443609216652,1,433
INV2390,-0.019087971660378344,1,434
INV2356,-0.018973848323373677,1,435
INV90,-0.01887164178948819,1,436
INV973,-0.018755012115722947,1,437
INV2356,-0.018751376284876997,1,438
INV1498,-0.018717340521390735,1,439
INV1602,-0.018649878403594333,1,440
INV986,-0.01846745695951435,1,441
INV986,-0.01846745695951435,1,442
INV306,-0.01842004955824228,1,443
INV902,-0.018392198877499766,1,444
INV2285,-0.018389432784307824,1,445
INV2285,-0.018389432784307824,1,446
INV1517,-0.018343745134013156,1,447
INV2946,-0.018343484706818902,1,448
INV2155,-0.01833847974258851,1,449
INV1743,-0.01826990599854439,1,450
INV2810,-0.01826249087519194,1,451
INV1409,-0.018220907488128324,1,452
INV101,-0.01816687968922459,1,453
INV1785,-0.01815953250478386,1,454
INV466,-0.01805292471914155,1,455
INV466,-0.01805292471914155,1,456
INV918,-0.01798082920393873,1,457
INV1085,-0.01796259721870197,1,458
INV2231,-0.017943559937046993,1,459
INV2692,-0.017913806947329136,1,460
INV509,-0.01791276877244785,1,461
INV1369,-0.01791276877244785,1,462
INV74,-0.01786920868267361,1,463
INV2304,-0.017855927414543227,1,464
INV257,-0.017854548004655246,1,465
INV257,-0.017854548004655246,1,466
INV1979,-0.01765502050573675,1,467
INV2121,-0.017618005152269967,1,468
INV2603,-0.017603469161283525,1,469
INV2203,-0.0175137525550767,1,470
INV618,-0.01746835175561201,1,471
INV602,-0.01734148206205066,1,472
INV2121,-0.017310379889272975,1,473
INV2121,-0.017310379889272975,1,474
INV220,-0.017305483018049017,1,475
INV2189,-0.017197209234649402,1,476
INV2139,-0.01716587542763537,1,477
INV2139,-0.01716587542763537,1,478
INV1048,-0.017147338580752902,1,479
INV2258,-0.017092939424050213,1,480
INV188,-0.016956338329983445,1,481
INV1050,-0.01685447137016427,1,482
INV599,-0.016814343573396395,1,483
INV1257,-0.01666075004467671,1,484
INV516,-0.016581616624881113,1,485
INV1171,-0.01651509124501005,1,486
INV535,-0.01643565534317215,1,487
INV1119,-0.016414983873478506,1,488
INV2962,-0.01635209764450707,1,489
INV830,-0.016279634561694012,1,490
INV2381,-0.016271112871469207,1,491
INV1851,-0.016252874156696295,1,492
INV1851,-0.016252874156696295,1,493
INV234,-0.016249325594836606,1,494
INV101,-0.016248472695528093,1,495
INV101,-0.016248472695528093,1,496
INV918,-0.016242232024510916,1,497
INV1593,-0.016238245170210552,1,498
INV1844,-0.01623488641139803,1,499
INV1844,-0.01623488641139803,1,500
INV1844,-0.01623488641139803,1,501
INV2773,-0.01620433578565328,1,502
INV2297,-0.016185382820918304,1,503
INV1086,-0.016158449046755563,1,504
INV451,-0.016064523040187795,1,505
INV382,-0.016007637001321018,1,506
INV1415,-0.015925050414741015,1,507
INV43,-0.015890920583997215,1,508
INV2897,-0.01586740860464897,1,509
INV1970,-0.0157612453381637,1,510
INV918,-0.015735639578481453,1,511
INV643,-0.015711880895043495,1,512
INV2678,-0.01567003443150472,1,513
INV2678,-0.01567003443150472,1,514
INV1143,-0.015652573531290348,1,515
INV1935,-0.015586503918475825,1,516
INV271,-0.015556351116282285,1,517
INV439,-0.015543168697988108,1,518
INV1979,-0.015532115042123817,1,519
INV674,-0.015519630315245947,1,520
INV2720,-0.015499071510374773,1,521
INV632,-0.015475420821184027,1,522
INV2273,-0.015439453456521202,1,523
INV1085,-0.015320976588534596,1,524
INV2239,-0.015158876736783733,1,525
INV2824,-0.015146803761335481,1,526
INV2113,-0.015109321166707046,1,527
INV918,-0.015025200210454392,1,528
INV918,-0.015025200210454392,1,529
INV1143,-0.014898336197534667,1,530
INV1099,-0.014861016963719553,1,531
INV2139,-0.014831702213026765,1,532
INV320,-0.014764216713387457,1,533
INV861,-0.01462993752650843,1,534
INV497,-0.014602448273381974,1,535
INV2134,-0.014571250279938441,1,536
INV902,-0.014521919588393328,1,537
INV1314,-0.014489838557990797,1,538
INV1195,-0.014476153105529299,1,539
INV661,-0.01437055795262654,1,540
INV2584,-0.014370316520625592,1,541
INV1466,-0.014343563205968413,1,542
INV986,-0.014343075585531273,1,543
INV2773,-0.014268295665490704,1,544
INV1743,-0.014183430291633492,1,545
INV2888,-0.014165785470247494,1,546
INV2754,-0.014113511814547564,1,547
INV2754,-0.014113511814547564,1,548
INV2678,-0.014113008380774339,1,549
INV1588,-0.01408685245473884,1,550
INV1967,-0.01407161693040826,1,551
INV2596,-0.01405675286853958,1,552
INV1360,-0.014050987121407732,1,553
INV2856,-0.01400444631757869,1,554
INV2754,-0.01395371354888053,1,555
INV2754,-0.01395371354888053,1,556
INV2754,-0.01395371354888053,1,557
INV2754,-0.01395371354888053,1,558
INV824,-0.013709984199182457,1,559
INV428,-0.013702822172643736,1,560
INV2231,-0.013683176655504559,1,561
INV173,-0.013602679270637852,1,562
INV63,-0.013572513358102611,1,563
INV63,-0.013572513358102611,1,564
INV2841,-0.013484765670633614,1,565
INV599,-0.013478993300282904,1,566
INV599,-0.013478993300282904,1,567
INV2752,-0.013468367586481178,1,568
INV2643,-0.013396664393821478,1,569
INV902,-0.013305470950287335,1,570
INV902,-0.013305470950287335,1,571
INV535,-0.013213149341150032,1,572
INV2454,-0.013168310374390257,1,573
INV2454,-0.013168310374390257,1,574
INV2155,-0.01315777417126962,1,575
INV1393,-0.01313255324136875,1,576
INV1393,-0.01313255324136875,1,577
INV2861,-0.01312153410395811,1,578
INV2254,-0.013045161409451667,1,579
INV188,-0.01298118317316388,1,580
INV2727,-0.012950550804588734,1,581
INV2603,-0.01292477995494179,1,582
INV22,-0.012923551993257898,1,583
INV248,-0.012781774012634917,1,584
INV445,-0.012709237350219782,1,585
INV445,-0.012709237350219782,1,586
INV466,-0.012683501158364363,1,587
INV2866,-0.012604606499710513,1,588
INV1902,-0.012548946804355698,1,589
INV2349,-0.01250052378788613,1,590
INV464,-0.012395648571883355,1,591
INV2155,-0.012382131637516891,1,592
INV2155,-0.012382131637516891,1,593
INV1503,-0.012372113898510007,1,594
INV43,-0.01236744619968888,1,595
INV1797,-0.012328780898595126,1,596
INV1797,-0.012328780898595126,1,597
INV1028,-0.01231685423818274,1,598
INV1143,-0.012311271905917298,1,599
INV674,-0.01227582764912638,1,600
INV2824,-0.012228131847893398,1,601
INV22,-0.012148226188203104,1,602
INV1119,-0.012134330518924097,1,603
INV1082,-0.01212964510654091,1,604
INV1082,-0.01212964510654091,1,605
INV342,-0.012125260700568297,1,606
INV857,-0.012098487803852698,1,607
INV722,-0.012041721930474036,1,608
INV2958,-0.012038162791018547,1,609
INV2810,-0.012021662456676907,1,610
INV900,-0.01186604950497272,1,611
INV667,-0.011824049559778893,1,612
INV667,-0.011824049559778893,1,613
INV2861,-0.011771547203370036,1,614
INV228,-0.01169025876025831,1,615
INV535,-0.011685916227290316,1,616
INV2824,-0.011650311545922554,1,617
INV718,-0.011640868334169885,1,618
INV1722,-0.011588506062175985,1,619
INV248,-0.01157933257783017,1,620
INV2741,-0.01156696278098579,1,621
INV1010,-0.011491994073871026,1,622
INV472,-0.011466517486585337,1,623
INV1190,-0.011450265578246244,1,624
INV316,-0.011418561905795488,1,625
INV1393,-0.011410726274071248,1,626
INV861,-0.011337836907691301,1,627
INV2044,-0.011318143394301483,1,628
INV2044,-0.011318143394301483,1,629
INV1263,-0.011285390433449116,1,630
INV2474,-0.011213036519126418,1,631
INV1851,-0.011206683999037126,1,632
INV1851,-0.011206683999037126,1,633
INV1851,-0.011206683999037126,1,634
INV2195,-0.01108241777917407,1,635
INV722,-0.011074218872951125,1,636
INV180,-0.01106861667788328,1,637
INV1403,-0.011032232604001213,1,638
INV2231,-0.010884439867334561,1,639
INV2231,-0.010884439867334561,1,640
INV986,-0.01086164105002907,1,641
INV667,-0.010805482146080791,1,642
INV2801,-0.01080316564206707,1,643
INV1615,-0.010776364517956605,1,644
INV1942,-0.010775905795523455,1,645
INV1085,-0.010773524640622312,1,646
INV1085,-0.010773524640622312,1,647
INV1784,-0.010765979116407198,1,648
INV1402,-0.010728101434452575,1,649
INV718,-0.010668210969580705,1,650
INV2936,-0.010601077194565933,1,651
INV861,-0.010370753963537926,1,652
INV1942,-0.010349520438061588,1,653
INV1705,-0.010257827899979421,1,654
INV973,-0.010178821223416179,1,655
INV2076,-0.010167419177254167,1,656
INV2547,-0.01009938766802354,1,657
INV1327,-0.01009623703033291,1,658
INV2367,-0.010095474323097542,1,659
INV1979,-0.01003670546322899,1,660
INV1185,-0.010035819862113882,1,661
INV2769,-0.010012501330253332,1,662
INV1517,-0.009937048863524534,1,663
INV1608,-0.009896965994704354,1,664
INV1190,-0.009815755392656111,1,665
INV1190,-0.009815755392656111,1,666
INV2194,-0.00978725147001036,1,667
INV1409,-0.009787238168232237,1,668
INV230,-0.00976558217427359,1,669
INV986,-0.009756792620151167,1,670
INV599,-0.009722821781965707,1,671
INV602,-0.009715829716284374,1,672
INV2189,-0.009713055804674853,1,673
INV2720,-0.00968826825721869,1,674
INV2571,-0.009648790951870212,1,675
INV292,-0.009635207935840495,1,676
INV1902,-0.009602270927704715,1,677
INV1827,-0.00956758490310805,1,678
INV1086,-0.00951439889089345,1,679
INV2242,-0.009468011735364157,1,680
INV302,-0.009427963601409961,1,681
INV661,-0.009334085140132786,1,682
INV1074,-0.009307966006515067,1,683
INV1783,-0.009261164959141532,1,684
INV2946,-0.00920207607598511,1,685
INV2946,-0.00920207607598511,1,686
INV2946,-0.00920207607598511,1,687
INV1028,-0.009166906043877376,1,688
INV2752,-0.00912447215944634,1,689
INV2499,-0.009121351868836669,1,690
INV1385,-0.009119583750636928,1,691
INV1385,-0.009119583750636928,1,692
INV1314,-0.009101927860143078,1,693
INV857,-0.009093346321295104,1,694
INV2252,-0.009034016997075622,1,695
INV2252,-0.009034016997075622,1,696
INV905,-0.009032932776888436,1,697
INV149,-0.009005231953815307,1,698
INV149,-0.009005231953815307,1,699
INV2692,-0.008877310312995212,1,700
INV2692,-0.008877310312995212,1,701
INV2529,-0.008876200673308854,1,702
INV2529,-0.008876200673308854,1,703
INV2958,-0.008788749204828417,1,704
INV1843,-0.008786881741848607,1,705
INV1772,-0.008725893289230457,1,706
INV439,-0.008639356021375444,1,707
INV173,-0.00863909260705964,1,708
INV1119,-0.008589214154421598,1,709
INV1487,-0.008585265387260566,1,710
INV1487,-0.008585265387260566,1,711
INV1063,-0.008573333159185625,1,712
INV1711,-0.008423583620554287,1,713
INV1711,-0.008423583620554287,1,714
INV2373,-0.008364638644643319,1,715
INV1637,-0.008346267870633972,1,716
INV358,-0.008273559385618467,1,717
INV1819,-0.008261334979368207,1,718
INV69,-0.008243931304739105,1,719
INV2678,-0.008238323396907776,1,720
INV2696,-0.008196723206319367,1,721
INV2696,-0.008196723206319367,1,722
INV2696,-0.008196723206319367,1,723
INV1579,-0.00815839052146472,1,724
INV656,-0.008156170544921015,1,725
INV2254,-0.008133180784807958,1,726
INV445,-0.008078383101770448,1,727
INV1043,-0.00801729422237163,1,728
INV703,-0.007993147626111696,1,729
INV703,-0.007993147626111696,1,730
INV22,-0.007905880531323572,1,731
INV2986,-0.007893353896760491,1,732
INV1637,-0.007653432475727029,1,733
INV2354,-0.007647803475747006,1,734
INV1589,-0.007609835194762549,1,735
INV660,-0.00757544543115185,1,736
INV2630,-0.007575353992973044,1,737
INV1478,-0.007549159355302426,1,738
INV1705,-0.007536562592389551,1,739
INV637,-0.0074453356054832165,1,740
INV2231,-0.00744030841183152,1,741
INV2231,-0.00744030841183152,1,742
INV2231,-0.00744030841183152,1,743
INV2231,-0.00744030841183152,1,744
INV1758,-0.007420850170623772,1,745
INV2756,-0.007367771667761813,1,746
