invoice_id,customer_id,product_id,invoice_date,quantity,unit_price,discount_pct,billed_amount
INV106,C44,P9,2024-09-16,16,145.63,10,2097.07
INV107,C41,P1,2024-11-05,18,192.61,0,3466.98
INV108,C38,P3,2024-06-29,24,120.02,10,2592.43
INV109,C43,P8,2024-06-16,24,140.17,0,3364.08
INV110,C38,P3,2024-10-11,23,120.02,15,2346.39
INV111,C44,P7,2024-11-05,25,179.93,0,4498.25
INV112,C36,P8,2024-11-23,19,140.17,0,2663.23
INV113,C23,P3,2024-10-18,9,122.41,5,1046.61
INV114,C38,P7,2024-08-02,29,179.93,0,5217.97
INV115,C12,P1,2024-10-31,23,192.61,0,4430.03
INV116,C7,P3,2024-09-01,13,128.77,10,1506.61
INV117,C44,P9,2024-09-15,15,145.63,5,2075.23
INV118,C48,P9,2024-06-03,22,156.21,0,3436.62
INV119,C8,P2,2024-06-20,11,159.8,0,1757.8
INV120,C16,P7,2024-06-03,25,179.93,0,4498.25
INV121,C46,P8,2024-08-12,19,140.17,0,2663.23
INV122,C27,P8,2024-10-31,25,140.17,0,3504.25
INV123,C14,P7,2024-06-25,21,179.93,0,3778.53
INV124,C23,P5,2024-08-11,23,73.4,0,1688.2
INV125,C17,P5,2024-07-07,16,73.4,0,1174.4
INV126,C4,P0,2024-09-22,20,106.18,0,2123.6
INV127,C28,P2,2024-08-06,18,159.8,0,2876.4
INV128,C26,P0,2024-06-06,11,94.86,5,991.29
INV129,C27,P0,2024-07-29,26,106.18,0,2760.68
INV130,C42,P8,2024-11-17,13,140.17,0,1822.21
INV131,C6,P4,2024-07-15,26,64.78,10,1515.85
INV132,C22,P9,2024-10-16,25,156.21,0,3905.25
INV133,C38,P1,2024-09-08,21,192.61,0,4044.81
INV134,C11,P6,2024-06-13,12,58.71,0,704.52
INV135,C23,P2,2024-08-09,17,159.8,0,2716.6
INV136,C40,P1,2024-08-02,18,192.61,0,3466.98
INV137,C36,P5,2024-10-26,15,73.4,0,1101.0
INV138,C26,P0,2024-06-12,18,94.86,10,1536.73
INV139,C17,P1,2024-06-14,23,176.5,5,3856.52
INV140,C11,P6,2024-06-29,20,58.71,0,1174.2
INV141,C22,P9,2024-11-21,20,156.21,0,3124.2
INV142,C34,P8,2024-07-09,20,140.17,0,2803.4
INV143,C10,P3,2024-07-02,12,139.8,0,1677.6
INV144,C21,P2,2024-08-20,32,159.8,0,5113.6
INV145,C28,P4,2024-07-17,19,73.4,0,1394.6
INV146,C5,P2,2024-10-09,17,137.01,0,2329.17
INV147,C37,P1,2024-11-10,18,192.61,0,3466.98
INV148,C15,P7,2024-07-30,25,179.93,0,4498.25
INV149,C2,P4,2024-06-24,28,73.4,0,2055.2
INV150,C45,P8,2024-06-17,21,130.04,5,2594.3
INV151,C8,P5,2024-11-23,20,73.4,0,1468.0
INV152,C1,P7,2024-08-11,17,179.93,0,3058.81
INV153,C7,P4,2024-06-18,22,73.4,0,1614.8
INV154,C46,P5,2024-07-02,22,62.49,15,1168.56
INV155,C37,P8,2024-10-14,23,140.17,0,3223.91
INV156,C40,P0,2024-08-15,20,98.12,5,1864.28
INV157,C19,P0,2024-11-15,20,96.95,10,1745.1
INV158,C12,P0,2024-08-16,12,106.18,0,1274.16
INV159,C1,P5,2024-09-11,16,62.87,5,955.62
INV160,C14,P1,2024-09-14,15,179.31,15,2286.2
INV161,C10,P2,2024-10-01,23,159.8,0,3675.4
INV162,C46,P6,2024-08-23,21,58.71,0,1232.91
INV163,C21,P9,2024-10-05,22,156.21,0,3436.62
INV164,C41,P1,2024-06-12,16,192.61,0,3081.76
INV165,C44,P2,2024-09-30,18,159.8,0,2876.4
INV166,C44,P7,2024-09-27,19,179.93,0,3418.67
INV167,C43,P1,2024-10-24,22,192.61,0,4237.42
INV168,C40,P2,2024-11-03,16,159.8,0,2556.8
INV169,C28,P5,2024-09-05,25,73.4,0,1835.0
INV170,C20,P9,2024-06-24,19,138.56,0,2632.64
INV171,C43,P3,2024-10-30,21,139.8,0,2935.8
INV172,C40,P3,2024-09-25,19,129.26,5,2333.14
INV173,C14,P1,2024-11-11,19,179.31,10,3066.2
INV174,C11,P2,2024-06-18,22,159.8,0,3515.6
INV175,C34,P9,2024-06-08,19,146.88,0,2790.72
INV176,C41,P1,2024-09-27,19,192.61,0,3659.59
INV177,C40,P5,2024-07-30,19,73.4,0,1394.6
INV178,C38,P8,2024-08-23,21,121.2,5,2417.94
INV179,C24,P8,2024-06-28,17,125.29,0,2129.93
INV180,C0,P7,2024-11-11,33,179.93,0,5937.69
INV181,C10,P9,2024-09-26,15,156.21,0,2343.15
INV182,C9,P8,2024-06-01,19,140.17,0,2663.23
INV183,C11,P0,2024-07-27,15,106.18,0,1592.7
INV184,C42,P4,2024-11-22,14,73.4,0,1027.6
INV185,C48,P7,2024-07-14,19,179.93,0,3418.67
INV186,C5,P3,2024-09-22,16,139.8,0,2236.8
INV187,C0,P6,2024-07-05,19,58.71,0,1115.49
INV188,C4,P0,2024-11-26,9,106.18,0,955.62
INV189,C49,P7,2024-07-13,16,161.58,15,2197.49
INV190,C22,P5,2024-08-23,14,73.4,0,1027.6
INV191,C15,P1,2024-10-02,13,192.61,0,2503.93
INV192,C31,P5,2024-06-05,32,66.98,0,2143.36
INV193,C0,P6,2024-09-27,29,58.71,0,1702.59
INV194,C49,P1,2024-10-23,13,192.61,0,2503.93
INV195,C24,P3,2024-07-03,25,139.8,0,3495.0
INV196,C40,P9,2024-08-02,21,156.21,0,3280.41
INV197,C3,P1,2024-10-03,19,192.61,0,3659.59
INV198,C12,P8,2024-06-23,19,140.17,0,2663.23
INV199,C23,P5,2024-08-28,12,73.4,0,880.8
INV200,C6,P4,2024-10-25,18,64.78,15,991.13
INV201,C48,P0,2024-07-05,16,106.18,0,1698.88
INV202,C34,P7,2024-09-18,12,179.93,0,2159.16
INV203,C8,P2,2024-08-24,26,159.8,0,4154.8
INV204,C5,P4,2024-11-01,13,73.4,0,954.2
INV205,C47,P4,2024-07-14,20,73.4,0,1468.0
INV206,C22,P5,2024-07-16,27,73.4,0,1981.8
INV207,C10,P2,2024-06-15,15,159.8,0,2397.0
INV208,C18,P1,2024-08-17,20,192.61,0,3852.2
INV209,C45,P2,2024-10-14,17,159.8,0,2716.6
INV210,C17,P1,2024-11-24,20,176.5,5,3353.5
INV211,C43,P9,2024-07-09,20,156.21,0,3124.2
INV212,C48,P9,2024-07-12,28,156.21,0,4373.88
INV213,C6,P5,2024-10-07,18,66.73,10,1081.03
INV214,C46,P6,2024-10-28,16,58.71,0,939.36
INV215,C9,P7,2024-09-30,18,168.62,10,2731.64
INV216,C23,P0,2024-11-01,16,91.12,0,1457.92
INV217,C23,P2,2024-09-08,19,159.8,0,3036.2
INV218,C17,P2,2024-11-11,14,159.8,0,2237.2
INV219,C4,P0,2024-09-16,26,106.18,0,2760.68
INV220,C16,P5,2024-11-23,17,64.95,0,1104.15
INV221,C6,P9,2024-08-17,22,156.21,0,3436.62
INV222,C24,P1,2024-08-03,14,170.95,10,2153.97
INV223,C2,P9,2024-09-26,19,156.21,0,2967.99
INV224,C10,P6,2024-06-24,14,58.71,0,821.94
INV225,C25,P5,2024-07-12,27,73.4,0,1981.8
INV226,C35,P7,2024-09-05,21,179.93,0,3778.53
INV227,C32,P5,2024-11-16,22,66.03,10,1307.39
INV228,C1,P4,2024-11-19,16,69.48,10,1000.51
INV229,C37,P7,2024-07-20,22,159.25,10,3153.15
INV230,C2,P5,2024-08-09,10,68.51,15,582.34
INV231,C37,P0,2024-07-05,23,100.54,5,2196.8
INV232,C7,P5,2024-07-14,22,73.4,0,1614.8
INV233,C15,P9,2024-11-05,19,143.65,0,2729.35
INV234,C16,P7,2024-06-03,28,179.93,0,5038.04
INV235,C27,P2,2024-09-12,24,142.9,10,3086.64
INV236,C29,P4,2024-08-23,22,73.4,0,1614.8
INV237,C38,P0,2024-06-16,20,106.18,0,2123.6
INV238,C13,P3,2024-10-29,17,139.8,0,2376.6
INV239,C20,P1,2024-08-14,25,182.08,0,4552.0
INV240,C25,P3,2024-07-25,10,139.8,0,1398.0
INV241,C14,P5,2024-07-30,25,73.4,0,1835.0
INV242,C46,P0,2024-07-12,20,106.18,0,2123.6
INV243,C29,P7,2024-11-05,23,159.17,10,3294.82
INV244,C6,P3,2024-06-14,12,139.8,0,1677.6
INV245,C1,P1,2024-11-10,22,176.82,5,3695.54
INV246,C24,P5,2024-07-03,28,73.4,0,2055.2
INV247,C45,P5,2024-10-03,25,73.4,0,1835.0
INV248,C33,P7,2024-10-27,32,179.93,0,5757.76
INV249,C12,P3,2024-10-24,17,139.8,0,2376.6
INV250,C31,P1,2024-07-30,11,192.61,0,2118.71
INV251,C4,P2,2024-11-09,19,144.45,10,2470.09
INV252,C10,P1,2024-11-06,16,169.59,5,2577.77
INV253,C8,P2,2024-06-07,23,159.8,0,3675.4
INV254,C3,P3,2024-09-11,16,139.8,0,2236.8
INV255,C28,P3,2024-11-11,10,123.61,0,1236.1
INV256,C36,P3,2024-08-01,22,139.8,0,3075.6
INV257,C26,P5,2024-06-14,7,73.4,0,513.8
INV258,C4,P6,2024-10-08,14,58.71,0,821.94
INV259,C37,P4,2024-10-16,22,73.4,0,1614.8
INV260,C4,P0,2024-06-13,31,106.18,0,3291.58
INV261,C34,P0,2024-10-17,19,106.18,0,2017.42
INV262,C25,P3,2024-07-04,18,139.8,0,2516.4
INV263,C39,P2,2024-11-27,26,141.87,0,3688.62
INV264,C41,P0,2024-09-13,13,106.18,0,1380.34
INV265,C40,P0,2024-10-08,19,98.12,0,1864.28
INV266,C9,P1,2024-07-28,16,192.61,0,3081.76
INV267,C27,P6,2024-07-04,18,58.71,0,1056.78
INV268,C48,P0,2024-08-26,20,106.18,0,2123.6
INV269,C31,P0,2024-08-26,22,106.18,0,2335.96
INV270,C22,P0,2024-09-17,24,94.06,5,2144.57
INV271,C16,P4,2024-10-26,23,66.49,5,1452.81
INV272,C45,P3,2024-10-17,24,139.8,0,3355.2
INV273,C4,P4,2024-09-02,25,73.4,0,1835.0
INV274,C9,P5,2024-09-19,17,73.4,0,1247.8
INV275,C24,P8,2024-11-25,17,125.29,5,2023.43
INV276,C24,P9,2024-09-27,16,156.21,0,2499.36
INV277,C39,P1,2024-09-26,20,171.89,0,3437.8
INV278,C15,P1,2024-06-11,9,192.61,0,1733.49
INV279,C17,P6,2024-10-31,18,58.71,0,1056.78
INV280,C24,P1,2024-06-22,17,170.95,0,2906.15
INV281,C43,P2,2024-11-21,22,159.8,0,3515.6
INV282,C38,P0,2024-06-12,28,106.18,0,2973.04
INV283,C12,P4,2024-10-04,25,63.45,0,1586.25
INV284,C6,P6,2024-08-25,24,58.71,0,1409.04
INV285,C27,P1,2024-06-02,14,192.61,0,2696.54
INV286,C26,P1,2024-09-03,20,164.51,0,3290.2
INV287,C43,P5,2024-11-18,21,65.24,0,1370.04
INV288,C22,P6,2024-09-16,22,51.8,0,1139.6
INV289,C46,P7,2024-09-14,21,154.08,5,3073.9
INV290,C43,P4,2024-06-03,19,73.4,0,1394.6
INV291,C42,P8,2024-06-10,23,140.17,0,3223.91
INV292,C26,P1,2024-11-16,18,164.51,15,2517.0
INV293,C35,P5,2024-08-29,24,73.4,0,1761.6
INV294,C15,P2,2024-08-09,18,159.8,0,2876.4
INV295,C19,P9,2024-06-24,16,156.21,0,2499.36
INV296,C37,P4,2024-07-24,23,73.4,0,1688.2
INV297,C37,P3,2024-07-27,18,129.48,0,2330.64
INV298,C6,P3,2024-06-14,23,139.8,0,3215.4
INV299,C3,P7,2024-06-24,22,179.93,0,3958.46
INV300,C30,P2,2024-07-19,22,159.8,0,3515.6
INV301,C23,P9,2024-09-25,24,140.61,5,3205.91
INV302,C47,P3,2024-09-02,10,130.71,0,1307.1
INV303,C17,P3,2024-09-21,21,139.8,0,2935.8
INV304,C10,P8,2024-09-26,22,140.17,0,3083.74
INV305,C3,P3,2024-07-17,14,139.8,0,1957.2
INV306,C13,P6,2024-10-15,30,58.71,0,1761.3
INV307,C9,P1,2024-06-03,25,192.61,0,4815.25
INV308,C16,P2,2024-10-25,17,138.85,5,2242.43
INV309,C4,P4,2024-07-19,19,73.4,0,1394.6
INV310,C35,P5,2024-08-29,20,73.4,0,1468.0
INV311,C35,P5,2024-07-11,15,73.4,0,1101.0
INV312,C30,P3,2024-10-30,20,139.8,0,2796.0
INV313,C23,P9,2024-11-05,17,140.61,0,2390.37
INV314,C9,P5,2024-09-14,25,73.4,0,1835.0
INV315,C8,P3,2024-09-15,14,139.8,0,1957.2
INV316,C32,P6,2024-08-09,27,53.91,10,1310.01
INV317,C10,P3,2024-10-21,26,139.8,0,3634.8
INV318,C25,P7,2024-10-06,22,179.93,0,3958.46
INV319,C20,P1,2024-08-08,22,182.08,5,3805.47
INV320,C23,P0,2024-10-25,33,91.12,15,2555.92
INV321,C32,P1,2024-09-25,16,192.61,0,3081.76
INV322,C6,P5,2024-07-03,20,66.73,10,1201.14
INV323,C33,P9,2024-07-13,12,156.21,0,1874.52
INV324,C16,P1,2024-09-06,20,192.61,0,3852.2
INV325,C1,P5,2024-09-20,16,62.87,5,955.62
INV326,C15,P2,2024-10-03,23,159.8,0,3675.4
INV327,C46,P7,2024-07-08,24,154.08,5,3513.02
INV328,C48,P6,2024-06-21,15,58.71,0,880.65
INV329,C45,P3,2024-10-21,16,139.8,0,2236.8
INV330,C21,P3,2024-08-31,21,139.8,0,2935.8
INV331,C48,P1,2024-10-31,13,172.89,5,2135.19
INV332,C43,P0,2024-07-12,20,93.08,0,1861.6
INV333,C22,P8,2024-10-01,18,140.17,0,2523.06
INV334,C10,P7,2024-06-12,20,179.93,0,3598.6
INV335,C27,P8,2024-11-11,17,140.17,0,2382.89
INV336,C8,P7,2024-07-12,19,179.93,0,3418.67
INV337,C1,P6,2024-08-19,14,58.71,0,821.94
INV338,C7,P4,2024-11-07,22,73.4,0,1614.8
INV339,C3,P5,2024-09-18,24,73.4,0,1761.6
INV340,C15,P0,2024-08-02,13,106.18,0,1380.34
INV341,C29,P1,2024-06-04,22,192.61,0,4237.42
INV342,C4,P8,2024-10-09,20,121.12,15,2059.04
INV343,C33,P9,2024-10-04,11,156.21,0,1718.31
INV344,C37,P1,2024-10-12,23,192.61,0,4430.03
INV345,C10,P1,2024-11-22,22,169.59,5,3544.43
INV346,C23,P1,2024-10-09,26,192.61,0,5007.86
INV347,C47,P4,2024-11-03,25,73.4,0,1835.0
INV348,C20,P2,2024-11-27,27,159.8,0,4314.6
INV349,C17,P9,2024-08-14,22,156.21,0,3436.62
INV350,C21,P0,2024-08-08,16,106.18,0,1698.88
INV351,C15,P1,2024-08-05,17,192.61,0,3274.37
INV352,C46,P6,2024-10-26,10,58.71,0,587.1
INV353,C22,P2,2024-06-04,26,159.8,0,4154.8
INV354,C14,P4,2024-07-27,17,73.4,0,1247.8
INV355,C13,P3,2024-10-23,22,139.8,0,3075.6
INV356,C32,P5,2024-10-29,15,66.03,0,990.45
INV357,C45,P5,2024-10-20,26,73.4,0,1908.4
INV358,C34,P2,2024-06-30,11,139.64,5,1459.24
INV359,C48,P8,2024-11-15,17,128.56,10,1966.97
INV360,C18,P2,2024-10-09,13,159.8,0,2077.4
INV361,C18,P3,2024-10-20,16,128.91,5,1959.43
INV362,C35,P7,2024-06-30,10,179.93,0,1799.3
INV363,C24,P4,2024-08-17,13,62.65,5,773.73
INV364,C3,P7,2024-06-02,22,179.93,0,3958.46
INV365,C40,P7,2024-10-05,22,179.93,0,3958.46
INV366,C48,P2,2024-06-11,20,159.8,0,3196.0
INV367,C19,P4,2024-11-19,14,73.4,0,1027.6
INV368,C8,P3,2024-07-05,21,139.8,0,2935.8
INV369,C46,P7,2024-08-15,27,154.08,5,3952.15
INV370,C14,P8,2024-10-25,27,140.17,0,3784.59
INV371,C39,P4,2024-07-21,19,73.4,0,1394.6
INV372,C3,P6,2024-08-31,13,58.71,0,763.23
INV373,C44,P2,2024-08-25,17,159.8,0,2716.6
INV374,C26,P6,2024-09-13,20,58.71,0,1174.2
INV375,C5,P5,2024-10-31,21,68.19,5,1360.39
INV376,C18,P9,2024-09-01,20,156.21,0,3124.2
INV377,C13,P2,2024-11-23,17,159.8,0,2716.6
INV378,C12,P5,2024-07-19,8,73.4,0,587.2
INV379,C25,P6,2024-08-24,19,54.76,0,1040.44
INV380,C41,P5,2024-10-04,17,73.4,0,1247.8
INV381,C48,P8,2024-06-17,9,128.56,0,1157.04
INV382,C38,P6,2024-07-11,28,58.71,0,1643.88
INV383,C39,P2,2024-08-15,26,141.87,5,3504.19
INV384,C44,P0,2024-07-15,25,106.18,0,2654.5
INV385,C19,P1,2024-10-24,14,174.83,5,2325.24
INV386,C35,P1,2024-10-25,21,180.04,5,3591.8
INV387,C48,P0,2024-08-15,12,106.18,0,1274.16
INV388,C38,P1,2024-06-29,22,192.61,0,4237.42
INV389,C10,P9,2024-10-20,21,156.21,0,3280.41
INV390,C19,P5,2024-11-02,23,73.4,0,1688.2
INV391,C2,P7,2024-06-02,17,179.93,0,3058.81
INV392,C44,P9,2024-09-09,14,145.63,0,2038.82
INV393,C30,P8,2024-06-23,25,140.17,0,3504.25
INV394,C20,P5,2024-09-15,19,73.4,0,1394.6
INV395,C8,P4,2024-09-30,21,66.35,5,1323.68
INV396,C31,P2,2024-11-03,21,159.8,0,3355.8
INV397,C22,P7,2024-08-14,21,179.93,0,3778.53
INV398,C35,P0,2024-10-30,18,106.18,0,1911.24
INV399,C36,P6,2024-11-12,26,50.44,0,1311.44
INV400,C19,P2,2024-11-04,20,159.8,0,3196.0
INV401,C34,P0,2024-09-21,22,106.18,0,2335.96
INV402,C33,P3,2024-08-04,13,139.8,0,1817.4
INV403,C49,P4,2024-11-05,32,73.4,0,2348.8
INV404,C26,P5,2024-09-15,18,73.4,0,1321.2
INV405,C49,P5,2024-07-29,14,73.4,0,1027.6
INV406,C41,P4,2024-09-30,17,73.4,0,1247.8
INV407,C3,P1,2024-09-21,13,192.61,0,2503.93
INV408,C16,P5,2024-08-07,20,64.95,0,1299.0
INV409,C22,P2,2024-10-09,17,159.8,0,2716.6
INV410,C48,P4,2024-11-21,22,73.4,0,1614.8
INV411,C10,P6,2024-08-07,18,58.71,0,1056.78
INV412,C23,P2,2024-10-19,22,159.8,0,3515.6
INV413,C16,P2,2024-08-21,22,138.85,0,3054.7
INV414,C18,P4,2024-08-24,14,73.4,0,1027.6
INV415,C33,P5,2024-11-20,19,69.66,0,1323.54
INV416,C10,P6,2024-06-05,24,58.71,0,1409.04
INV417,C45,P9,2024-06-12,20,133.19,5,2530.61
INV418,C31,P5,2024-09-10,20,66.98,0,1339.6
INV419,C22,P8,2024-11-26,27,140.17,0,3784.59
INV420,C27,P2,2024-11-22,24,142.9,10,3086.64
INV421,C44,P2,2024-07-18,17,159.8,0,2716.6
INV422,C37,P2,2024-08-08,20,159.8,0,3196.0
INV423,C30,P6,2024-09-22,20,53.92,10,970.56
INV424,C42,P2,2024-07-24,20,159.8,0,3196.0
INV425,C20,P1,2024-11-16,17,182.08,5,2940.59
INV426,C29,P2,2024-06-19,13,142.76,5,1763.09
INV427,C2,P0,2024-07-06,25,91.55,5,2174.31
INV428,C36,P7,2024-10-14,24,167.0,15,3406.8
INV429,C0,P3,2024-07-05,21,139.8,0,2935.8
INV430,C8,P1,2024-11-21,17,168.13,10,2572.39
INV431,C30,P5,2024-08-14,8,73.4,0,587.2
INV432,C12,P1,2024-07-15,30,192.61,0,5778.3
INV433,C15,P1,2024-11-15,14,192.61,0,2696.54
INV434,C15,P5,2024-08-05,12,69.18,10,747.14
INV435,C46,P1,2024-07-09,19,192.61,0,3659.59
INV436,C26,P5,2024-07-23,15,73.4,0,1101.0
INV437,C29,P4,2024-06-13,21,73.4,0,1541.4
INV438,C24,P5,2024-07-01,26,73.4,0,1908.4
INV439,C9,P9,2024-07-24,5,146.58,10,659.61
INV440,C13,P1,2024-11-03,16,175.92,5,2673.98
INV441,C14,P5,2024-06-30,20,73.4,0,1468.0
INV442,C22,P7,2024-06-12,20,179.93,0,3598.6
INV443,C17,P7,2024-09-06,23,179.93,0,4138.39
INV444,C48,P8,2024-09-01,10,128.56,5,1221.32
INV445,C37,P0,2024-08-26,8,100.54,5,764.1
INV446,C5,P4,2024-11-19,23,73.4,0,1688.2
INV447,C10,P8,2024-08-04,14,140.17,0,1962.38
INV448,C33,P3,2024-09-08,19,139.8,0,2656.2
INV449,C11,P2,2024-11-12,14,159.8,0,2237.2
INV450,C28,P0,2024-07-30,22,106.18,0,2335.96
INV451,C9,P6,2024-10-27,26,58.71,0,1526.46
INV452,C23,P0,2024-11-22,29,91.12,10,2378.23
INV453,C19,P2,2024-10-18,20,159.8,0,3196.0
INV454,C40,P2,2024-07-17,13,159.8,0,2077.4
INV455,C34,P8,2024-10-02,26,140.17,0,3644.42
INV456,C36,P3,2024-07-01,10,139.8,0,1398.0
INV457,C37,P5,2024-09-08,22,73.4,0,1614.8
INV458,C33,P8,2024-06-08,22,123.1,10,2437.38
INV459,C27,P5,2024-11-19,19,73.4,0,1394.6
INV460,C0,P3,2024-06-21,7,139.8,0,978.6
INV461,C48,P5,2024-07-24,20,64.36,15,1094.12
INV462,C9,P4,2024-09-10,18,73.4,0,1321.2
INV463,C35,P9,2024-11-10,20,143.35,10,2580.3
INV464,C16,P5,2024-09-24,32,64.95,0,2078.4
